school,sport,gender,division,conference,athletes,intl
La Verne,water_polo,Men,D3,Southern California Intercollegiate Athletic Conference,17,1
La Verne,water_polo,Women,D3,Southern California Intercollegiate Athletic Conference,15,1
LaGrange,baseball,Men,D3,Collegiate Conference of the South,45,1
LaGrange,basketball,Men,D3,Collegiate Conference of the South,24,1
LaGrange,basketball,Women,D3,Collegiate Conference of the South,13,0
LaGrange,beach_volleyball,Women,D3,Collegiate Conference of the South,13,0
LaGrange,cross_country,Men,D3,Collegiate Conference of the South,6,1
LaGrange,football,Men,D3,Collegiate Conference of the South,126,4
LaGrange,golf,Men,D3,Collegiate Conference of the South,7,2
LaGrange,golf,Women,D3,USA South Athletic Conference,5,0
LaGrange,lacrosse,Men,D3,USA South Athletic Conference,17,1
LaGrange,soccer,Men,D3,Collegiate Conference of the South,28,0
LaGrange,soccer,Women,D3,Collegiate Conference of the South,24,1
LaGrange,softball,Women,D3,Collegiate Conference of the South,18,0
LaGrange,tennis,Men,D3,Collegiate Conference of the South,7,2
LaGrange,tennis,Women,D3,Collegiate Conference of the South,8,1
LaGrange,track_indoor,Men,D3,Collegiate Conference of the South,7,1
LaGrange,track_indoor,Women,D3,Collegiate Conference of the South,4,1
LaGrange,track_outdoor,Men,D3,Collegiate Conference of the South,7,1
LaGrange,track_outdoor,Women,D3,Collegiate Conference of the South,4,1
LaGrange,volleyball,Women,D3,Collegiate Conference of the South,22,1
Lafayette,baseball,Men,D1,Patriot League,42,0
Lafayette,basketball,Men,D1,Patriot League,15,1
Lafayette,basketball,Women,D1,Patriot League,15,2
Lafayette,cross_country,Men,D1,Patriot League,12,0
Lafayette,cross_country,Women,D1,Patriot League,24,1
Lafayette,field_hockey,Women,D1,Patriot League,24,8
Lafayette,football,Men,D1,Patriot League,97,1
Lafayette,golf,Men,D1,Patriot League,11,2
Lafayette,lacrosse,Men,D1,Patriot League,52,3
Lafayette,lacrosse,Women,D1,Patriot League,40,0
Lafayette,soccer,Men,D1,Patriot League,32,4
Lafayette,soccer,Women,D1,Patriot League,27,4
Lafayette,softball,Women,D1,Patriot League,21,0
Lafayette,swimming,Men,D1,Patriot League,30,0
Lafayette,swimming,Women,D1,Patriot League,52,1
Lafayette,tennis,Men,D1,Patriot League,10,1
Lafayette,tennis,Women,D1,Patriot League,10,0
Lafayette,track_indoor,Men,D1,Patriot League,43,0
Lafayette,track_indoor,Women,D1,Patriot League,63,1
Lafayette,track_outdoor,Men,D1,Patriot League,43,0
Lafayette,track_outdoor,Women,D1,Patriot League,63,1
Lafayette,volleyball,Women,D1,Patriot League,16,1
Lake Erie,baseball,Men,D2,Great Midwest Athletic Conference,43,0
Lake Erie,basketball,Men,D2,Great Midwest Athletic Conference,26,2
Lake Erie,basketball,Women,D2,Great Midwest Athletic Conference,16,0
Lake Erie,cross_country,Men,D2,Great Midwest Athletic Conference,6,0
Lake Erie,cross_country,Women,D2,Great Midwest Athletic Conference,8,2
Lake Erie,football,Men,D2,Great Midwest Athletic Conference,124,0
Lake Erie,lacrosse,Men,D2,Great Midwest Athletic Conference,27,3
Lake Erie,lacrosse,Women,D2,Great Midwest Athletic Conference,19,1
Lake Erie,soccer,Men,D2,Great Midwest Athletic Conference,62,15
Lake Erie,soccer,Women,D2,Great Midwest Athletic Conference,34,8
Lake Erie,softball,Women,D2,Great Midwest Athletic Conference,16,0
Lake Erie,track_indoor,Men,D2,Great Midwest Athletic Conference,14,3
Lake Erie,track_indoor,Women,D2,Great Midwest Athletic Conference,19,2
Lake Erie,track_outdoor,Men,D2,Great Midwest Athletic Conference,14,3
Lake Erie,track_outdoor,Women,D2,Great Midwest Athletic Conference,19,2
Lake Erie,volleyball,Women,D2,Great Midwest Athletic Conference,19,0
Lake Erie,wrestling,Men,D2,Great Midwest Athletic Conference,21,0
Lake Forest,basketball,Men,D3,Midwest Conference,16,1
Lake Forest,basketball,Women,D3,Midwest Conference,15,0
Lake Forest,cross_country,Men,D3,Midwest Conference,11,0
Lake Forest,cross_country,Women,D3,Midwest Conference,13,3
Lake Forest,football,Men,D3,Midwest Conference,104,1
Lake Forest,golf,Men,D3,Midwest Conference,8,0
Lake Forest,golf,Women,D3,Midwest Conference,6,0
Lake Forest,ice_hockey,Men,D3,Midwest Conference,28,7
Lake Forest,ice_hockey,Women,D3,Midwest Conference,26,6
Lake Forest,lacrosse,Men,D3,Midwest Conference,49,0
Lake Forest,lacrosse,Women,D3,Midwest Conference,20,1
Lake Forest,soccer,Men,D3,Midwest Conference,33,5
Lake Forest,soccer,Women,D3,Midwest Conference,26,0
Lake Forest,softball,Women,D3,Midwest Conference,23,0
Lake Forest,swimming,Men,D3,Midwest Conference,15,1
Lake Forest,swimming,Women,D3,Midwest Conference,22,1
Lake Forest,tennis,Men,D3,Midwest Conference,9,6
Lake Forest,tennis,Women,D3,Midwest Conference,7,2
Lake Forest,track_indoor,Men,D3,Midwest Conference,31,4
Lake Forest,track_indoor,Women,D3,Midwest Conference,24,5
Lake Forest,track_outdoor,Men,D3,Midwest Conference,31,4
Lake Forest,track_outdoor,Women,D3,Midwest Conference,24,5
Lake Forest,volleyball,Women,D3,Midwest Conference,18,1
Lake Superior State,basketball,Men,D2,Great Lakes Intercollegiate Athletic Conference,16,2
Lake Superior State,basketball,Women,D2,Great Lakes Intercollegiate Athletic Conference,16,3
Lake Superior State,cross_country,Men,D2,Great Lakes Intercollegiate Athletic Conference,16,0
Lake Superior State,cross_country,Women,D2,Great Lakes Intercollegiate Athletic Conference,14,2
Lake Superior State,ice_hockey,Men,D1,Great Lakes Intercollegiate Athletic Conference,28,12
Lake Superior State,swimming,Men,D2,Great Lakes Intercollegiate Athletic Conference,9,3
Lake Superior State,track_indoor,Men,D2,Great Lakes Intercollegiate Athletic Conference,22,0
Lake Superior State,track_indoor,Women,D2,Great Lakes Intercollegiate Athletic Conference,26,8
Lake Superior State,track_outdoor,Men,D2,Great Lakes Intercollegiate Athletic Conference,22,0
Lake Superior State,track_outdoor,Women,D2,Great Lakes Intercollegiate Athletic Conference,26,8
Lake Superior State,volleyball,Women,D2,Great Lakes Intercollegiate Athletic Conference,17,4
Lakeland,baseball,Men,D3,Northern Athletics Collegiate Conference,44,0
Lakeland,basketball,Men,D3,Northern Athletics Collegiate Conference,18,0
Lakeland,basketball,Women,D3,Northern Athletics Collegiate Conference,15,0
Lakeland,football,Men,D3,Northern Athletics Collegiate Conference,86,0
Lakeland,golf,Men,D3,Northern Athletics Collegiate Conference,6,0
Lakeland,golf,Women,D3,Northern Athletics Collegiate Conference,4,0
Lakeland,soccer,Men,D3,Northern Athletics Collegiate Conference,41,1
Lakeland,soccer,Women,D3,Northern Athletics Collegiate Conference,23,0
Lakeland,softball,Women,D3,Northern Athletics Collegiate Conference,25,0
Lakeland,track_indoor,Men,D3,Northern Athletics Collegiate Conference,20,1
Lakeland,track_indoor,Women,D3,Northern Athletics Collegiate Conference,8,0
Lakeland,track_outdoor,Men,D3,Northern Athletics Collegiate Conference,20,1
Lakeland,track_outdoor,Women,D3,Northern Athletics Collegiate Conference,8,0
Lakeland,volleyball,Men,D3,Northern Athletics Collegiate Conference,18,0
Lakeland,volleyball,Women,D3,Northern Athletics Collegiate Conference,29,0
Lakeland,wrestling,Men,D3,Northern Athletics Collegiate Conference,19,0
Lakeland,wrestling,Women,D3,Independent,7,0
Lamar University,baseball,Men,D1,Southland Conference,43,1
Lamar University,basketball,Men,D1,Southland Conference,10,0
Lamar University,basketball,Women,D1,Southland Conference,13,2
Lamar University,cross_country,Men,D1,Southland Conference,15,1
Lamar University,cross_country,Women,D1,Southland Conference,7,1
Lamar University,football,Men,D1,Southland Conference,110,3
Lamar University,golf,Men,D1,Southland Conference,7,7
Lamar University,golf,Women,D1,Southland Conference,6,4
Lamar University,soccer,Women,D1,Southland Conference,29,5
Lamar University,softball,Women,D1,Southland Conference,21,0
Lamar University,tennis,Men,D1,Southland Conference,10,10
Lamar University,tennis,Women,D1,Southland Conference,9,8
Lamar University,track_indoor,Men,D1,Southland Conference,44,4
Lamar University,track_indoor,Women,D1,Southland Conference,40,4
Lamar University,track_outdoor,Men,D1,Southland Conference,44,4
Lamar University,track_outdoor,Women,D1,Southland Conference,40,4
Lamar University,volleyball,Women,D1,Southland Conference,16,1
Lancaster Bible,baseball,Men,D3,United East Conference,41,2
Lancaster Bible,basketball,Men,D3,United East Conference,18,1
Lancaster Bible,basketball,Women,D3,United East Conference,10,0
Lancaster Bible,cross_country,Men,D3,United East Conference,8,0
Lancaster Bible,cross_country,Women,D3,United East Conference,8,0
Lancaster Bible,field_hockey,Women,D3,United East Conference,14,0
Lancaster Bible,golf,Men,D3,United East Conference,13,0
Lancaster Bible,soccer,Men,D3,United East Conference,28,0
Lancaster Bible,soccer,Women,D3,United East Conference,22,0
Lancaster Bible,softball,Women,D3,United East Conference,12,0
Lancaster Bible,track_indoor,Men,D3,United East Conference,27,0
Lancaster Bible,track_indoor,Women,D3,United East Conference,21,0
Lancaster Bible,track_outdoor,Men,D3,United East Conference,27,0
Lancaster Bible,track_outdoor,Women,D3,United East Conference,21,0
Lancaster Bible,volleyball,Men,D3,United East Conference,17,2
Lancaster Bible,volleyball,Women,D3,United East Conference,23,0
Lander,acro_tumbling,Women,D2,Peach Belt Conference,30,0
Lander,baseball,Men,D2,Peach Belt Conference,48,0
Lander,basketball,Men,D2,Peach Belt Conference,17,0
Lander,basketball,Women,D2,Peach Belt Conference,15,0
Lander,cross_country,Men,D2,Peach Belt Conference,17,0
Lander,cross_country,Women,D2,Peach Belt Conference,17,0
Lander,field_hockey,Women,D2,Peach Belt Conference,19,12
Lander,golf,Men,D2,Peach Belt Conference,16,11
Lander,golf,Women,D2,Peach Belt Conference,8,6
Lander,lacrosse,Men,D2,Peach Belt Conference,57,7
Lander,lacrosse,Women,D2,Peach Belt Conference,31,2
Lander,rugby,Women,D2,Peach Belt Conference,22,0
Lander,soccer,Men,D2,Peach Belt Conference,29,19
Lander,soccer,Women,D2,Peach Belt Conference,36,3
Lander,softball,Women,D2,Peach Belt Conference,25,0
Lander,tennis,Men,D2,Peach Belt Conference,15,13
Lander,tennis,Women,D2,Peach Belt Conference,13,8
Lander,track_indoor,Men,D2,Peach Belt Conference,38,1
Lander,track_indoor,Women,D2,Peach Belt Conference,24,0
Lander,track_outdoor,Men,D2,Peach Belt Conference,38,1
Lander,track_outdoor,Women,D2,Peach Belt Conference,24,0
Lander,volleyball,Women,D2,Peach Belt Conference,13,0
Lander,wrestling,Men,D2,Peach Belt Conference,47,4
Lane,baseball,Men,D2,Southern Intercollegiate Athletic Conference,32,2
Lane,basketball,Men,D2,Southern Intercollegiate Athletic Conference,13,2
Lane,basketball,Women,D2,Southern Intercollegiate Athletic Conference,13,0
Lane,cross_country,Men,D2,Southern Intercollegiate Athletic Conference,10,5
Lane,cross_country,Women,D2,Southern Intercollegiate Athletic Conference,8,6
Lane,football,Men,D2,Southern Intercollegiate Athletic Conference,120,1
Lane,softball,Women,D2,Southern Intercollegiate Athletic Conference,14,0
Lane,track_indoor,Men,D2,Southern Intercollegiate Athletic Conference,21,8
Lane,track_indoor,Women,D2,Southern Intercollegiate Athletic Conference,13,4
Lane,track_outdoor,Men,D2,Southern Intercollegiate Athletic Conference,21,8
Lane,track_outdoor,Women,D2,Southern Intercollegiate Athletic Conference,13,4
Lane,volleyball,Women,D2,Southern Intercollegiate Athletic Conference,13,1
Lasell,baseball,Men,D3,Great Northeast Athletic Conference,41,0
Lasell,basketball,Men,D3,Great Northeast Athletic Conference,19,1
Lasell,basketball,Women,D3,Great Northeast Athletic Conference,17,0
Lasell,cross_country,Men,D3,Great Northeast Athletic Conference,6,1
Lasell,cross_country,Women,D3,Great Northeast Athletic Conference,6,0
Lasell,field_hockey,Women,D3,Great Northeast Athletic Conference,22,0
Lasell,lacrosse,Men,D3,Great Northeast Athletic Conference,31,0
Lasell,lacrosse,Women,D3,Great Northeast Athletic Conference,30,1
Lasell,soccer,Men,D3,Great Northeast Athletic Conference,30,8
Lasell,soccer,Women,D3,Great Northeast Athletic Conference,26,0
Lasell,softball,Women,D3,Great Northeast Athletic Conference,14,0
Lasell,track_indoor,Men,D3,Great Northeast Athletic Conference,17,1
Lasell,track_indoor,Women,D3,Great Northeast Athletic Conference,18,0
Lasell,track_outdoor,Men,D3,Great Northeast Athletic Conference,17,1
Lasell,track_outdoor,Women,D3,Great Northeast Athletic Conference,18,0
Lasell,volleyball,Men,D3,Great Northeast Athletic Conference,18,1
Lasell,volleyball,Women,D3,Great Northeast Athletic Conference,19,2
Lawrence,baseball,Men,D3,Midwest Conference,34,0
Lawrence,basketball,Men,D3,Midwest Conference,20,2
Lawrence,basketball,Women,D3,Midwest Conference,19,1
Lawrence,cross_country,Men,D3,Midwest Conference,16,0
Lawrence,cross_country,Women,D3,Midwest Conference,10,0
Lawrence,fencing,Men,D3,Independent,19,6
Lawrence,fencing,Women,D3,Independent,16,5
Lawrence,football,Men,D3,Midwest Conference,51,0
Lawrence,ice_hockey,Men,D3,Midwest Conference,30,10
Lawrence,ice_hockey,Women,D3,Midwest Conference,19,6
Lawrence,lacrosse,Men,D3,Midwest Conference,37,3
Lawrence,lacrosse,Women,D3,Midwest Conference,22,2
Lawrence,soccer,Men,D3,Midwest Conference,37,19
Lawrence,soccer,Women,D3,Midwest Conference,30,2
Lawrence,softball,Women,D3,Midwest Conference,16,0
Lawrence,swimming,Men,D3,Midwest Conference,7,0
Lawrence,swimming,Women,D3,Midwest Conference,14,0
Lawrence,tennis,Men,D3,Midwest Conference,14,3
Lawrence,tennis,Women,D3,Midwest Conference,11,1
Lawrence,track_indoor,Men,D3,Midwest Conference,35,0
Lawrence,track_indoor,Women,D3,Midwest Conference,28,0
Lawrence,track_outdoor,Men,D3,Midwest Conference,35,0
Lawrence,track_outdoor,Women,D3,Midwest Conference,28,0
Lawrence,volleyball,Women,D3,Midwest Conference,14,0
Le Moyne,baseball,Men,D1,Northeast Conference,33,1
Le Moyne,basketball,Men,D1,Northeast Conference,15,1
Le Moyne,basketball,Women,D1,Northeast Conference,14,2
Le Moyne,cross_country,Men,D1,Northeast Conference,10,0
Le Moyne,cross_country,Women,D1,Northeast Conference,25,0
Le Moyne,golf,Men,D1,Northeast Conference,11,0
Le Moyne,golf,Women,D1,Northeast Conference,8,0
Le Moyne,lacrosse,Men,D1,Northeast Conference,54,1
Le Moyne,lacrosse,Women,D1,Northeast Conference,33,2
Le Moyne,soccer,Men,D1,Northeast Conference,31,11
Le Moyne,soccer,Women,D1,Northeast Conference,29,4
Le Moyne,softball,Women,D1,Northeast Conference,20,1
Le Moyne,swimming,Men,D1,Northeast Conference,22,2
Le Moyne,swimming,Women,D1,Northeast Conference,26,2
Le Moyne,tennis,Men,D1,Northeast Conference,9,8
Le Moyne,tennis,Women,D1,Northeast Conference,6,6
Le Moyne,track_indoor,Men,D1,Northeast Conference,31,0
Le Moyne,track_indoor,Women,D1,Northeast Conference,27,0
Le Moyne,track_outdoor,Men,D1,Northeast Conference,31,0
Le Moyne,track_outdoor,Women,D1,Northeast Conference,27,0
Le Moyne,volleyball,Women,D1,Northeast Conference,15,2
LeMoyne-Owen,baseball,Men,D2,Southern Intercollegiate Athletic Conference,29,1
LeMoyne-Owen,basketball,Men,D2,Southern Intercollegiate Athletic Conference,12,2
LeMoyne-Owen,basketball,Women,D2,Southern Intercollegiate Athletic Conference,13,2
LeMoyne-Owen,cross_country,Men,D2,Southern Intercollegiate Athletic Conference,6,1
LeMoyne-Owen,cross_country,Women,D2,Southern Intercollegiate Athletic Conference,7,0
LeMoyne-Owen,golf,Men,D2,Southern Intercollegiate Athletic Conference,7,1
LeMoyne-Owen,softball,Women,D2,Southern Intercollegiate Athletic Conference,13,0
LeMoyne-Owen,tennis,Men,D2,Southern Intercollegiate Athletic Conference,5,3
LeMoyne-Owen,track_indoor,Men,D2,Southern Intercollegiate Athletic Conference,18,1
LeMoyne-Owen,track_outdoor,Men,D2,Southern Intercollegiate Athletic Conference,18,1
LeMoyne-Owen,volleyball,Women,D2,Southern Intercollegiate Athletic Conference,17,0
LeTourneau,baseball,Men,D3,Southern Collegiate Athletic Conference,42,0
LeTourneau,basketball,Men,D3,Southern Collegiate Athletic Conference,20,0
LeTourneau,basketball,Women,D3,Southern Collegiate Athletic Conference,13,0
LeTourneau,cross_country,Men,D3,Southern Collegiate Athletic Conference,18,1
LeTourneau,cross_country,Women,D3,Southern Collegiate Athletic Conference,7,0
LeTourneau,golf,Men,D3,Southern Collegiate Athletic Conference,15,2
LeTourneau,golf,Women,D3,Southern Collegiate Athletic Conference,10,0
LeTourneau,soccer,Men,D3,Southern Collegiate Athletic Conference,33,2
LeTourneau,soccer,Women,D3,Southern Collegiate Athletic Conference,26,0
LeTourneau,softball,Women,D3,Southern Collegiate Athletic Conference,15,0
LeTourneau,tennis,Men,D3,Southern Collegiate Athletic Conference,12,2
LeTourneau,tennis,Women,D3,Southern Collegiate Athletic Conference,7,0
LeTourneau,track_indoor,Men,D3,Southern Collegiate Athletic Conference,36,1
LeTourneau,track_indoor,Women,D3,Southern Collegiate Athletic Conference,17,0
LeTourneau,track_outdoor,Men,D3,Southern Collegiate Athletic Conference,36,1
LeTourneau,track_outdoor,Women,D3,Southern Collegiate Athletic Conference,17,0
LeTourneau,volleyball,Women,D3,Southern Collegiate Athletic Conference,16,0
Lebanon Valley,baseball,Men,D3,Middle Atlantic Conference Freedom,44,1
Lebanon Valley,basketball,Men,D3,Middle Atlantic Conference Freedom,16,0
Lebanon Valley,basketball,Women,D3,Middle Atlantic Conference Freedom,16,0
Lebanon Valley,cross_country,Men,D3,Middle Atlantic Conference Freedom,24,0
Lebanon Valley,cross_country,Women,D3,Middle Atlantic Conference Freedom,18,0
Lebanon Valley,field_hockey,Women,D3,Middle Atlantic Conference Freedom,18,0
Lebanon Valley,football,Men,D3,Middle Atlantic Conference Freedom,116,0
Lebanon Valley,golf,Men,D3,Middle Atlantic Conference Freedom,11,0
Lebanon Valley,golf,Women,D3,Middle Atlantic Conferences,6,0
Lebanon Valley,ice_hockey,Men,D3,Middle Atlantic Conference Freedom,30,5
Lebanon Valley,ice_hockey,Women,D3,Middle Atlantic Conference Freedom,28,4
Lebanon Valley,lacrosse,Men,D3,Middle Atlantic Conference Freedom,38,0
Lebanon Valley,lacrosse,Women,D3,Middle Atlantic Conference Freedom,25,0
Lebanon Valley,soccer,Men,D3,Middle Atlantic Conference Freedom,29,0
Lebanon Valley,soccer,Women,D3,Middle Atlantic Conference Freedom,31,1
Lebanon Valley,softball,Women,D3,Middle Atlantic Conference Freedom,18,0
Lebanon Valley,swimming,Men,D3,Middle Atlantic Conference Freedom,14,0
Lebanon Valley,swimming,Women,D3,Middle Atlantic Conference Freedom,27,0
Lebanon Valley,tennis,Men,D3,Middle Atlantic Conference Freedom,15,0
Lebanon Valley,tennis,Women,D3,Middle Atlantic Conference Freedom,15,0
Lebanon Valley,track_indoor,Men,D3,Middle Atlantic Conference Freedom,51,0
Lebanon Valley,track_indoor,Women,D3,Middle Atlantic Conference Freedom,28,0
Lebanon Valley,track_outdoor,Men,D3,Middle Atlantic Conference Freedom,51,0
Lebanon Valley,track_outdoor,Women,D3,Middle Atlantic Conference Freedom,28,0
Lebanon Valley,volleyball,Women,D3,Middle Atlantic Conference Freedom,15,0
Lee,baseball,Men,D2,Gulf South Conference,37,0
Lee,basketball,Men,D2,Gulf South Conference,16,1
Lee,basketball,Women,D2,Gulf South Conference,15,0
Lee,cross_country,Men,D2,Gulf South Conference,23,2
Lee,cross_country,Women,D2,Gulf South Conference,16,2
Lee,golf,Men,D2,Gulf South Conference,13,2
Lee,golf,Women,D2,Gulf South Conference,7,4
Lee,lacrosse,Women,D2,Gulf South Conference,23,0
Lee,soccer,Men,D2,Gulf South Conference,30,13
Lee,soccer,Women,D2,Gulf South Conference,29,1
Lee,softball,Women,D2,Gulf South Conference,21,0
Lee,tennis,Men,D2,Gulf South Conference,7,6
Lee,tennis,Women,D2,Gulf South Conference,8,6
Lee,track_indoor,Men,D2,Gulf South Conference,48,4
Lee,track_indoor,Women,D2,Gulf South Conference,35,4
Lee,track_outdoor,Men,D2,Gulf South Conference,48,4
Lee,track_outdoor,Women,D2,Gulf South Conference,35,4
Lee,volleyball,Women,D2,Gulf South Conference,19,3
Lees-McRae,basketball,Men,D2,Conference Carolinas,22,5
Lees-McRae,basketball,Women,D2,Conference Carolinas,16,0
Lees-McRae,cross_country,Men,D2,Conference Carolinas,10,0
Lees-McRae,cross_country,Women,D2,Conference Carolinas,11,0
Lees-McRae,lacrosse,Men,D2,Conference Carolinas,41,9
Lees-McRae,lacrosse,Women,D2,Conference Carolinas,13,2
Lees-McRae,soccer,Men,D2,Conference Carolinas,35,11
Lees-McRae,soccer,Women,D2,Conference Carolinas,30,1
Lees-McRae,softball,Women,D2,Conference Carolinas,31,0
Lees-McRae,tennis,Men,D2,Conference Carolinas,8,4
Lees-McRae,tennis,Women,D2,Conference Carolinas,7,3
Lees-McRae,track_indoor,Men,D2,Conference Carolinas,25,0
Lees-McRae,track_indoor,Women,D2,Conference Carolinas,21,1
Lees-McRae,track_outdoor,Men,D2,Conference Carolinas,25,0
Lees-McRae,track_outdoor,Women,D2,Conference Carolinas,21,1
Lees-McRae,volleyball,Men,D2,Conference Carolinas,14,1
Lees-McRae,volleyball,Women,D2,Conference Carolinas,20,2
Lehigh,baseball,Men,D1,Patriot League,40,0
Lehigh,basketball,Men,D1,Patriot League,15,4
Lehigh,basketball,Women,D1,Patriot League,14,3
Lehigh,cross_country,Men,D1,Patriot League,22,1
Lehigh,cross_country,Women,D1,Patriot League,22,0
Lehigh,field_hockey,Women,D1,Patriot League,25,2
Lehigh,football,Men,D1,Patriot League,92,0
Lehigh,golf,Men,D1,Patriot League,8,0
Lehigh,golf,Women,D1,Patriot League,9,4
Lehigh,lacrosse,Men,D1,Patriot League,52,3
Lehigh,lacrosse,Women,D1,Patriot League,33,0
Lehigh,rowing,Women,D1,Patriot League,56,2
Lehigh,soccer,Men,D1,Patriot League,28,4
Lehigh,soccer,Women,D1,Patriot League,26,1
Lehigh,softball,Women,D1,Patriot League,19,0
Lehigh,swimming,Men,D1,Patriot League,29,1
Lehigh,swimming,Women,D1,Patriot League,22,0
Lehigh,tennis,Men,D1,Patriot League,13,6
Lehigh,tennis,Women,D1,Patriot League,10,1
Lehigh,track_indoor,Men,D1,Patriot League,63,1
Lehigh,track_indoor,Women,D1,Patriot League,63,2
Lehigh,track_outdoor,Men,D1,Patriot League,63,1
Lehigh,track_outdoor,Women,D1,Patriot League,63,2
Lehigh,volleyball,Women,D1,Patriot League,17,0
Lehigh,wrestling,Men,D1,Patriot League,40,0
Lehigh,wrestling,Women,D1,Patriot League,30,1
Lehman,baseball,Men,D3,City University of New York Athletic Conference,24,4
Lehman,basketball,Men,D3,City University of New York Athletic Conference,13,0
Lehman,basketball,Women,D3,City University of New York Athletic Conference,11,0
Lehman,cross_country,Men,D3,City University of New York Athletic Conference,17,0
Lehman,cross_country,Women,D3,City University of New York Athletic Conference,13,1
Lehman,soccer,Men,D3,City University of New York Athletic Conference,27,2
Lehman,soccer,Women,D3,City University of New York Athletic Conference,16,0
Lehman,softball,Women,D3,City University of New York Athletic Conference,15,0
Lehman,swimming,Men,D3,City University of New York Athletic Conference,11,0
Lehman,swimming,Women,D3,City University of New York Athletic Conference,11,1
Lehman,tennis,Men,D3,City University of New York Athletic Conference,11,0
Lehman,track_indoor,Men,D3,City University of New York Athletic Conference,19,1
Lehman,track_indoor,Women,D3,City University of New York Athletic Conference,13,1
Lehman,track_outdoor,Men,D3,City University of New York Athletic Conference,19,1
Lehman,track_outdoor,Women,D3,City University of New York Athletic Conference,13,1
Lehman,volleyball,Men,D3,City University of New York Athletic Conference,13,0
Lehman,volleyball,Women,D3,City University of New York Athletic Conference,14,1
Lenoir-Rhyne,baseball,Men,D2,South Atlantic Conference,54,1
Lenoir-Rhyne,basketball,Men,D2,South Atlantic Conference,17,2
Lenoir-Rhyne,basketball,Women,D2,South Atlantic Conference,16,0
Lenoir-Rhyne,cross_country,Men,D2,South Atlantic Conference,12,6
Lenoir-Rhyne,cross_country,Women,D2,South Atlantic Conference,12,8
Lenoir-Rhyne,football,Men,D2,South Atlantic Conference,138,2
Lenoir-Rhyne,golf,Men,D2,South Atlantic Conference,16,6
Lenoir-Rhyne,golf,Women,D2,South Atlantic Conference,9,6
Lenoir-Rhyne,lacrosse,Men,D2,South Atlantic Conference,59,0
Lenoir-Rhyne,lacrosse,Women,D2,South Atlantic Conference,27,1
Lenoir-Rhyne,soccer,Men,D2,South Atlantic Conference,40,15
Lenoir-Rhyne,soccer,Women,D2,South Atlantic Conference,40,5
Lenoir-Rhyne,softball,Women,D2,South Atlantic Conference,26,0
Lenoir-Rhyne,swimming,Men,D2,South Atlantic Conference,19,0
Lenoir-Rhyne,swimming,Women,D2,South Atlantic Conference,17,1
Lenoir-Rhyne,tennis,Men,D2,South Atlantic Conference,11,8
Lenoir-Rhyne,tennis,Women,D2,South Atlantic Conference,10,7
Lenoir-Rhyne,track_indoor,Men,D2,South Atlantic Conference,53,9
Lenoir-Rhyne,track_indoor,Women,D2,South Atlantic Conference,40,11
Lenoir-Rhyne,track_outdoor,Men,D2,South Atlantic Conference,53,9
Lenoir-Rhyne,track_outdoor,Women,D2,South Atlantic Conference,40,11
Lenoir-Rhyne,triathlon,Women,D2,South Atlantic Conference,17,9
Lenoir-Rhyne,volleyball,Women,D2,South Atlantic Conference,21,0
Lesley,baseball,Men,D3,North Atlantic Conference,30,0
Lesley,basketball,Men,D3,North Atlantic Conference,19,4
Lesley,basketball,Women,D3,North Atlantic Conference,12,1
Lesley,cross_country,Men,D3,North Atlantic Conference,6,0
Lesley,cross_country,Women,D3,North Atlantic Conference,22,1
Lesley,golf,Men,D3,North Atlantic Conference,9,3
Lesley,soccer,Men,D3,North Atlantic Conference,25,3
Lesley,soccer,Women,D3,North Atlantic Conference,26,2
Lesley,softball,Women,D3,North Atlantic Conference,20,2
Lesley,tennis,Men,D3,Empire 8,10,1
Lesley,tennis,Women,D3,North Atlantic Conference,9,0
Lesley,track_outdoor,Men,D3,North Atlantic Conference,11,2
Lesley,volleyball,Women,D3,North Atlantic Conference,12,0
Lewis,baseball,Men,D2,Great Lakes Valley Conference,49,1
Lewis,basketball,Men,D2,Great Lakes Valley Conference,13,2
Lewis,basketball,Women,D2,Great Lakes Valley Conference,15,2
Lewis,bowling,Women,D2,Great Lakes Valley Conference,13,0
Lewis,cross_country,Men,D2,Great Lakes Valley Conference,26,1
Lewis,cross_country,Women,D2,Great Lakes Valley Conference,17,0
Lewis,golf,Men,D2,Great Lakes Valley Conference,13,3
Lewis,golf,Women,D2,Great Lakes Valley Conference,9,2
Lewis,lacrosse,Men,D2,Great Lakes Valley Conference,53,3
Lewis,lacrosse,Women,D2,Great Lakes Valley Conference,28,9
Lewis,soccer,Men,D2,Great Lakes Valley Conference,34,13
Lewis,soccer,Women,D2,Great Lakes Valley Conference,30,4
Lewis,softball,Women,D2,Great Lakes Valley Conference,20,4
Lewis,stunt,Women,D2,Great Lakes Valley Conference,26,0
Lewis,swimming,Men,D2,Great Lakes Valley Conference,15,6
Lewis,swimming,Women,D2,Great Lakes Valley Conference,15,9
Lewis,track_indoor,Men,D2,Great Lakes Valley Conference,51,7
Lewis,track_indoor,Women,D2,Great Lakes Valley Conference,47,4
Lewis,track_outdoor,Men,D2,Great Lakes Valley Conference,51,7
Lewis,track_outdoor,Women,D2,Great Lakes Valley Conference,47,4
Lewis,volleyball,Men,D2,Great Lakes Valley Conference,25,4
Lewis,volleyball,Women,D2,Great Lakes Valley Conference,23,1
