school,sport,gender,division,conference,athletes,intl
Lewis and Clark,baseball,Men,D3,Northwest Conference,30,2
Lewis and Clark,basketball,Men,D3,Northwest Conference,16,1
Lewis and Clark,basketball,Women,D3,Northwest Conference,16,1
Lewis and Clark,cross_country,Men,D3,Northwest Conference,17,0
Lewis and Clark,cross_country,Women,D3,Northwest Conference,12,0
Lewis and Clark,football,Men,D3,Northwest Conference,98,0
Lewis and Clark,golf,Men,D3,Northwest Conference,11,0
Lewis and Clark,golf,Women,D3,Northwest Conference,8,2
Lewis and Clark,lacrosse,Women,D3,Northwest Conference,17,0
Lewis and Clark,rowing,Women,D3,Northwest Conference,35,2
Lewis and Clark,soccer,Men,D3,Northwest Conference,32,1
Lewis and Clark,soccer,Women,D3,Northwest Conference,29,1
Lewis and Clark,softball,Women,D3,Northwest Conference,27,0
Lewis and Clark,swimming,Men,D3,Northwest Conference,10,0
Lewis and Clark,swimming,Women,D3,Northwest Conference,14,1
Lewis and Clark,tennis,Men,D3,Northwest Conference,10,2
Lewis and Clark,tennis,Women,D3,Northwest Conference,9,0
Lewis and Clark,track_indoor,Men,D3,Northwest Conference,29,0
Lewis and Clark,track_indoor,Women,D3,Northwest Conference,24,0
Lewis and Clark,track_outdoor,Men,D3,Northwest Conference,29,0
Lewis and Clark,track_outdoor,Women,D3,Northwest Conference,24,0
Lewis and Clark,volleyball,Women,D3,Northwest Conference,15,0
Liberty,baseball,Men,D1,Conference USA,36,0
Liberty,basketball,Men,D1,Conference USA,15,1
Liberty,basketball,Women,D1,Conference USA,12,7
Liberty,cross_country,Men,D1,Conference USA,12,2
Liberty,cross_country,Women,D1,Conference USA,16,0
Liberty,field_hockey,Women,D1,Conference USA,24,12
Liberty,football,Men,D1,Conference USA,105,1
Liberty,golf,Men,D1,Conference USA,9,0
Liberty,lacrosse,Women,D1,Conference USA,34,1
Liberty,soccer,Men,D1,Conference USA,22,1
Liberty,soccer,Women,D1,Conference USA,28,0
Liberty,softball,Women,D1,Conference USA,27,1
Liberty,swimming,Women,D1,Conference USA,28,3
Liberty,tennis,Men,D1,Conference USA,8,6
Liberty,tennis,Women,D1,Conference USA,10,7
Liberty,track_indoor,Men,D1,Conference USA,43,5
Liberty,track_indoor,Women,D1,Conference USA,49,2
Liberty,track_outdoor,Men,D1,Conference USA,43,5
Liberty,track_outdoor,Women,D1,Conference USA,49,2
Liberty,volleyball,Women,D1,Conference USA,18,0
Lincoln Memorial,baseball,Men,D2,South Atlantic Conference,39,0
Lincoln Memorial,basketball,Men,D2,South Atlantic Conference,18,4
Lincoln Memorial,basketball,Women,D2,South Atlantic Conference,17,2
Lincoln Memorial,cross_country,Men,D2,South Atlantic Conference,11,3
Lincoln Memorial,cross_country,Women,D2,South Atlantic Conference,12,4
Lincoln Memorial,field_hockey,Women,D2,South Atlantic Conference,17,10
Lincoln Memorial,golf,Men,D2,South Atlantic Conference,15,11
Lincoln Memorial,golf,Women,D2,South Atlantic Conference,12,6
Lincoln Memorial,lacrosse,Men,D2,South Atlantic Conference,45,6
Lincoln Memorial,lacrosse,Women,D2,South Atlantic Conference,28,1
Lincoln Memorial,soccer,Men,D2,South Atlantic Conference,54,28
Lincoln Memorial,soccer,Women,D2,South Atlantic Conference,29,6
Lincoln Memorial,softball,Women,D2,South Atlantic Conference,21,0
Lincoln Memorial,tennis,Men,D2,South Atlantic Conference,15,12
Lincoln Memorial,tennis,Women,D2,South Atlantic Conference,19,12
Lincoln Memorial,track_indoor,Men,D2,South Atlantic Conference,22,7
Lincoln Memorial,track_indoor,Women,D2,South Atlantic Conference,22,2
Lincoln Memorial,track_outdoor,Men,D2,South Atlantic Conference,22,7
Lincoln Memorial,track_outdoor,Women,D2,South Atlantic Conference,22,2
Lincoln Memorial,volleyball,Men,D2,South Atlantic Conference,18,6
Lincoln Memorial,volleyball,Women,D2,South Atlantic Conference,18,1
Lincoln Memorial,wrestling,Men,D2,South Atlantic Conference,16,1
Lincoln Memorial,wrestling,Women,D2,South Atlantic Conference,12,1
Lincoln Missouri,baseball,Men,D2,Great Lakes Valley Conference,41,3
Lincoln Missouri,basketball,Men,D2,Great Lakes Valley Conference,13,5
Lincoln Missouri,basketball,Women,D2,Great Lakes Valley Conference,8,0
Lincoln Missouri,cross_country,Women,D2,Great Lakes Valley Conference,9,8
Lincoln Missouri,football,Men,D2,Great Lakes Valley Conference,99,2
Lincoln Missouri,golf,Men,D2,Great Lakes Valley Conference,6,2
Lincoln Missouri,golf,Women,D2,Great Lakes Valley Conference,8,7
Lincoln Missouri,soccer,Men,D2,Great Lakes Valley Conference,58,56
Lincoln Missouri,soccer,Women,D2,Great Lakes Valley Conference,26,9
Lincoln Missouri,softball,Women,D2,Great Lakes Valley Conference,34,2
Lincoln Missouri,track_indoor,Men,D2,Great Lakes Valley Conference,26,18
Lincoln Missouri,track_indoor,Women,D2,Great Lakes Valley Conference,23,19
Lincoln Missouri,track_outdoor,Men,D2,Great Lakes Valley Conference,26,18
Lincoln Missouri,track_outdoor,Women,D2,Great Lakes Valley Conference,23,19
Lincoln Pennsylvania,baseball,Men,D2,Central Intercollegiate Athletic Association,32,0
Lincoln Pennsylvania,basketball,Men,D2,Central Intercollegiate Athletic Association,13,1
Lincoln Pennsylvania,basketball,Women,D2,Central Intercollegiate Athletic Association,17,0
Lincoln Pennsylvania,cross_country,Men,D2,Central Intercollegiate Athletic Association,6,1
Lincoln Pennsylvania,cross_country,Women,D2,Central Intercollegiate Athletic Association,9,0
Lincoln Pennsylvania,football,Men,D2,Central Intercollegiate Athletic Association,92,1
Lincoln Pennsylvania,soccer,Women,D2,Central Intercollegiate Athletic Association,15,2
Lincoln Pennsylvania,softball,Women,D2,Central Intercollegiate Athletic Association,15,0
Lincoln Pennsylvania,track_indoor,Men,D2,Central Intercollegiate Athletic Association,25,0
Lincoln Pennsylvania,track_indoor,Women,D2,Central Intercollegiate Athletic Association,19,0
Lincoln Pennsylvania,track_outdoor,Men,D2,Central Intercollegiate Athletic Association,25,0
Lincoln Pennsylvania,track_outdoor,Women,D2,Central Intercollegiate Athletic Association,19,0
Lincoln Pennsylvania,volleyball,Women,D2,Central Intercollegiate Athletic Association,11,0
Lindenwood,baseball,Men,D1,Ohio Valley Conference,34,3
Lindenwood,basketball,Men,D1,Ohio Valley Conference,14,2
Lindenwood,basketball,Women,D1,Ohio Valley Conference,14,3
Lindenwood,beach_volleyball,Women,D1,Ohio Valley Conference,18,2
Lindenwood,cross_country,Men,D1,Ohio Valley Conference,7,1
Lindenwood,cross_country,Women,D1,Ohio Valley Conference,10,1
Lindenwood,football,Men,D1,Ohio Valley Conference,106,2
Lindenwood,golf,Men,D1,Ohio Valley Conference,9,6
Lindenwood,golf,Women,D1,Ohio Valley Conference,9,4
Lindenwood,ice_hockey,Men,D1,Ohio Valley Conference,28,17
Lindenwood,ice_hockey,Women,D1,Ohio Valley Conference,24,14
Lindenwood,lacrosse,Women,D1,Ohio Valley Conference,31,7
Lindenwood,rugby,Women,D1,Ohio Valley Conference,38,14
Lindenwood,soccer,Men,D1,Ohio Valley Conference,28,14
Lindenwood,soccer,Women,D1,Ohio Valley Conference,26,0
Lindenwood,softball,Women,D1,Ohio Valley Conference,23,0
Lindenwood,tennis,Women,D1,Ohio Valley Conference,7,5
Lindenwood,track_indoor,Women,D1,Ohio Valley Conference,33,6
Lindenwood,track_outdoor,Women,D1,Ohio Valley Conference,33,6
Lindenwood,volleyball,Men,D1,Ohio Valley Conference,18,1
Lindenwood,volleyball,Women,D1,Ohio Valley Conference,16,0
Lindenwood,wrestling,Women,D1,Ohio Valley Conference,27,1
Linfield,baseball,Men,D3,Northwest Conference,41,0
Linfield,basketball,Men,D3,Northwest Conference,18,2
Linfield,basketball,Women,D3,Northwest Conference,22,0
Linfield,cross_country,Men,D3,Northwest Conference,6,0
Linfield,cross_country,Women,D3,Northwest Conference,5,0
Linfield,football,Men,D3,Northwest Conference,132,1
Linfield,golf,Men,D3,Northwest Conference,10,0
Linfield,golf,Women,D3,Northwest Conference,7,0
Linfield,soccer,Men,D3,Northwest Conference,41,4
Linfield,soccer,Women,D3,Northwest Conference,42,0
Linfield,softball,Women,D3,Northwest Conference,24,0
Linfield,swimming,Men,D3,Northwest Conference,14,1
Linfield,swimming,Women,D3,Northwest Conference,15,0
Linfield,tennis,Men,D3,Northwest Conference,9,1
Linfield,tennis,Women,D3,Northwest Conference,10,0
Linfield,track_indoor,Men,D3,Northwest Conference,37,1
Linfield,track_indoor,Women,D3,Northwest Conference,41,0
Linfield,track_outdoor,Men,D3,Northwest Conference,37,1
Linfield,track_outdoor,Women,D3,Northwest Conference,41,0
Linfield,volleyball,Women,D3,Northwest Conference,25,0
Linfield,wrestling,Men,D3,Northwest Conference,22,1
Linfield,wrestling,Women,D3,Northwest Conference,13,0
Lipscomb,baseball,Men,D1,ASUN Conference,38,0
Lipscomb,basketball,Men,D1,ASUN Conference,15,3
Lipscomb,basketball,Women,D1,ASUN Conference,11,1
Lipscomb,cross_country,Men,D1,ASUN Conference,26,4
Lipscomb,cross_country,Women,D1,ASUN Conference,22,4
Lipscomb,golf,Men,D1,ASUN Conference,8,4
Lipscomb,golf,Women,D1,ASUN Conference,8,1
Lipscomb,soccer,Men,D1,ASUN Conference,26,9
Lipscomb,soccer,Women,D1,ASUN Conference,25,2
Lipscomb,softball,Women,D1,ASUN Conference,20,0
Lipscomb,tennis,Men,D1,ASUN Conference,8,8
Lipscomb,tennis,Women,D1,ASUN Conference,9,8
Lipscomb,track_indoor,Men,D1,ASUN Conference,33,5
Lipscomb,track_indoor,Women,D1,ASUN Conference,31,5
Lipscomb,track_outdoor,Men,D1,ASUN Conference,33,5
Lipscomb,track_outdoor,Women,D1,ASUN Conference,31,5
Lipscomb,volleyball,Women,D1,ASUN Conference,13,0
Little Rock,baseball,Men,D1,Ohio Valley Conference,38,7
Little Rock,basketball,Men,D1,Ohio Valley Conference,15,0
Little Rock,basketball,Women,D1,Ohio Valley Conference,14,3
Little Rock,cross_country,Men,D1,Ohio Valley Conference,7,0
Little Rock,cross_country,Women,D1,Ohio Valley Conference,9,0
Little Rock,golf,Men,D1,Ohio Valley Conference,6,5
Little Rock,golf,Women,D1,Ohio Valley Conference,7,7
Little Rock,soccer,Women,D1,Ohio Valley Conference,25,5
Little Rock,swimming,Women,D1,Ohio Valley Conference,17,6
Little Rock,track_indoor,Men,D1,Ohio Valley Conference,25,0
Little Rock,track_indoor,Women,D1,Ohio Valley Conference,25,1
Little Rock,track_outdoor,Men,D1,Ohio Valley Conference,25,0
Little Rock,track_outdoor,Women,D1,Ohio Valley Conference,25,1
Little Rock,volleyball,Women,D1,Ohio Valley Conference,14,5
Little Rock,wrestling,Men,D1,Ohio Valley Conference,32,0
Livingstone,basketball,Men,D2,Central Intercollegiate Athletic Association,23,1
Livingstone,basketball,Women,D2,Central Intercollegiate Athletic Association,13,1
Livingstone,bowling,Women,D2,Central Intercollegiate Athletic Association,8,0
Livingstone,cross_country,Men,D2,Central Intercollegiate Athletic Association,7,0
Livingstone,cross_country,Women,D2,Central Intercollegiate Athletic Association,6,2
Livingstone,football,Men,D2,Central Intercollegiate Athletic Association,100,2
Livingstone,golf,Men,D2,Central Intercollegiate Athletic Association,6,2
Livingstone,softball,Women,D2,Central Intercollegiate Athletic Association,15,0
Livingstone,tennis,Women,D2,Central Intercollegiate Athletic Association,6,2
Livingstone,track_indoor,Men,D2,Central Intercollegiate Athletic Association,36,0
Livingstone,track_indoor,Women,D2,Central Intercollegiate Athletic Association,25,1
Livingstone,track_outdoor,Men,D2,Central Intercollegiate Athletic Association,36,0
Livingstone,track_outdoor,Women,D2,Central Intercollegiate Athletic Association,25,1
Livingstone,volleyball,Women,D2,Central Intercollegiate Athletic Association,18,1
Lock Haven,baseball,Men,D2,Pennsylvania State Athletic Conference,41,0
Lock Haven,basketball,Men,D2,Pennsylvania State Athletic Conference,15,0
Lock Haven,basketball,Women,D2,Pennsylvania State Athletic Conference,16,1
Lock Haven,cross_country,Men,D2,Pennsylvania State Athletic Conference,24,0
Lock Haven,cross_country,Women,D2,Pennsylvania State Athletic Conference,15,0
Lock Haven,field_hockey,Women,D1,Pennsylvania State Athletic Conference,22,2
Lock Haven,football,Men,D2,Pennsylvania State Athletic Conference,104,1
Lock Haven,golf,Women,D2,Pennsylvania State Athletic Conference,5,0
Lock Haven,lacrosse,Women,D2,Pennsylvania State Athletic Conference,29,0
Lock Haven,soccer,Men,D2,Pennsylvania State Athletic Conference,25,4
Lock Haven,soccer,Women,D2,Pennsylvania State Athletic Conference,29,0
Lock Haven,softball,Women,D2,Pennsylvania State Athletic Conference,22,0
Lock Haven,swimming,Women,D2,Pennsylvania State Athletic Conference,18,0
Lock Haven,tennis,Women,D2,Pennsylvania State Athletic Conference,6,0
Lock Haven,track_indoor,Men,D2,Pennsylvania State Athletic Conference,63,0
Lock Haven,track_indoor,Women,D2,Pennsylvania State Athletic Conference,37,0
Lock Haven,track_outdoor,Men,D2,Pennsylvania State Athletic Conference,63,0
Lock Haven,track_outdoor,Women,D2,Pennsylvania State Athletic Conference,37,0
Lock Haven,volleyball,Women,D2,Pennsylvania State Athletic Conference,18,2
Lock Haven,wrestling,Men,D1,Pennsylvania State Athletic Conference,35,1
Lock Haven,wrestling,Women,D2,Pennsylvania State Athletic Conference,24,0
Long Beach St.,baseball,Men,D1,Big West Conference,41,0
Long Beach St.,basketball,Men,D1,Big West Conference,14,3
Long Beach St.,basketball,Women,D1,Big West Conference,13,4
Long Beach St.,beach_volleyball,Women,D1,Big West Conference,18,3
Long Beach St.,cross_country,Men,D1,Big West Conference,9,1
Long Beach St.,cross_country,Women,D1,Big West Conference,10,1
Long Beach St.,golf,Men,D1,Big West Conference,10,4
Long Beach St.,golf,Women,D1,Big West Conference,7,1
Long Beach St.,soccer,Women,D1,Big West Conference,28,6
Long Beach St.,softball,Women,D1,Big West Conference,24,0
Long Beach St.,tennis,Women,D1,Big West Conference,8,8
Long Beach St.,track_indoor,Men,D1,Big West Conference,35,2
Long Beach St.,track_indoor,Women,D1,Big West Conference,37,3
Long Beach St.,track_outdoor,Men,D1,Big West Conference,35,2
Long Beach St.,track_outdoor,Women,D1,Big West Conference,37,3
Long Beach St.,volleyball,Men,D1,Big West Conference,17,4
Long Beach St.,volleyball,Women,D1,Big West Conference,18,2
Long Beach St.,water_polo,Men,D1,Big West Conference,25,14
Long Beach St.,water_polo,Women,D1,Big West Conference,24,10
Longwood,baseball,Men,D1,Big South Conference,40,1
Longwood,basketball,Men,D1,Big South Conference,15,1
Longwood,basketball,Women,D1,Big South Conference,14,1
Longwood,cross_country,Men,D1,Big South Conference,19,0
Longwood,cross_country,Women,D1,Big South Conference,16,0
Longwood,field_hockey,Women,D1,Big South Conference,20,3
Longwood,golf,Men,D1,Big South Conference,5,3
Longwood,golf,Women,D1,Big South Conference,6,2
Longwood,lacrosse,Women,D1,Big South Conference,28,1
Longwood,soccer,Men,D1,Big South Conference,30,19
Longwood,soccer,Women,D1,Big South Conference,27,0
Longwood,softball,Women,D1,Big South Conference,22,0
Longwood,tennis,Men,D1,Big South Conference,10,8
Longwood,tennis,Women,D1,Big South Conference,10,8
Longwood,track_indoor,Men,D1,Big South Conference,33,0
Longwood,track_indoor,Women,D1,Big South Conference,28,1
Longwood,track_outdoor,Men,D1,Big South Conference,33,0
Longwood,track_outdoor,Women,D1,Big South Conference,28,1
Loras,baseball,Men,D3,American Rivers Conference,41,1
Loras,basketball,Men,D3,American Rivers Conference,23,1
Loras,basketball,Women,D3,American Rivers Conference,20,0
Loras,cross_country,Men,D3,American Rivers Conference,24,0
Loras,cross_country,Women,D3,American Rivers Conference,16,0
Loras,football,Men,D3,American Rivers Conference,99,0
Loras,golf,Men,D3,American Rivers Conference,14,0
Loras,golf,Women,D3,American Rivers Conference,10,0
Loras,soccer,Men,D3,American Rivers Conference,44,6
Loras,soccer,Women,D3,American Rivers Conference,43,2
Loras,softball,Women,D3,American Rivers Conference,22,0
Loras,swimming,Men,D3,American Rivers Conference,8,0
Loras,swimming,Women,D3,American Rivers Conference,9,1
Loras,tennis,Men,D3,American Rivers Conference,17,6
Loras,tennis,Women,D3,American Rivers Conference,11,0
Loras,track_indoor,Men,D3,American Rivers Conference,52,0
Loras,track_indoor,Women,D3,American Rivers Conference,45,0
Loras,track_outdoor,Men,D3,American Rivers Conference,52,0
Loras,track_outdoor,Women,D3,American Rivers Conference,45,0
Loras,volleyball,Men,D3,American Rivers Conference,16,0
Loras,volleyball,Women,D3,American Rivers Conference,24,0
Loras,wrestling,Men,D3,American Rivers Conference,42,0
Loras,wrestling,Women,D3,American Rivers Conference,6,0
Louisiana,tennis,Men,D1,Sun Belt Conference,9,8
Louisiana,tennis,Women,D1,Sun Belt Conference,9,9
Louisiana,track_indoor,Men,D1,Sun Belt Conference,42,6
Louisiana,track_indoor,Women,D1,Sun Belt Conference,50,11
Louisiana,track_outdoor,Men,D1,Sun Belt Conference,42,6
Louisiana,track_outdoor,Women,D1,Sun Belt Conference,50,11
Louisiana Tech,baseball,Men,D1,Conference USA,42,1
Louisiana Tech,basketball,Men,D1,Conference USA,14,1
Louisiana Tech,basketball,Women,D1,Conference USA,12,1
Louisiana Tech,bowling,Women,D1,Conference USA,8,2
Louisiana Tech,cross_country,Men,D1,Conference USA,10,0
Louisiana Tech,cross_country,Women,D1,Conference USA,10,0
Louisiana Tech,football,Men,D1,Conference USA,103,0
Louisiana Tech,golf,Men,D1,Conference USA,8,4
Louisiana Tech,soccer,Women,D1,Conference USA,25,8
Louisiana Tech,softball,Women,D1,Conference USA,22,2
Louisiana Tech,tennis,Women,D1,Conference USA,8,7
Louisiana Tech,track_indoor,Men,D1,Conference USA,27,5
Louisiana Tech,track_indoor,Women,D1,Conference USA,34,6
Louisiana Tech,track_outdoor,Men,D1,Conference USA,27,5
Louisiana Tech,track_outdoor,Women,D1,Conference USA,34,6
Louisiana Tech,volleyball,Women,D1,Conference USA,17,2
Louisville,baseball,Men,D1,Atlantic Coast Conference,43,0
Louisville,basketball,Men,D1,Atlantic Coast Conference,16,4
Louisville,basketball,Women,D1,Atlantic Coast Conference,10,3
Louisville,cross_country,Men,D1,Atlantic Coast Conference,15,5
Louisville,cross_country,Women,D1,Atlantic Coast Conference,16,5
Louisville,field_hockey,Women,D1,Atlantic Coast Conference,23,5
Louisville,football,Men,D1,Atlantic Coast Conference,107,2
Louisville,golf,Men,D1,Atlantic Coast Conference,9,1
Louisville,golf,Women,D1,Atlantic Coast Conference,7,1
Louisville,lacrosse,Women,D1,Atlantic Coast Conference,34,3
Louisville,rowing,Women,D1,Atlantic Coast Conference,46,7
Louisville,soccer,Men,D1,Atlantic Coast Conference,28,10
Louisville,soccer,Women,D1,Atlantic Coast Conference,25,0
Louisville,softball,Women,D1,Atlantic Coast Conference,19,0
Louisville,swimming,Men,D1,Atlantic Coast Conference,29,7
Louisville,swimming,Women,D1,Atlantic Coast Conference,27,10
Louisville,tennis,Men,D1,Atlantic Coast Conference,8,6
Louisville,tennis,Women,D1,Atlantic Coast Conference,10,5
Louisville,track_indoor,Men,D1,Atlantic Coast Conference,33,7
Louisville,track_indoor,Women,D1,Atlantic Coast Conference,46,12
Louisville,track_outdoor,Men,D1,Atlantic Coast Conference,33,7
Louisville,track_outdoor,Women,D1,Atlantic Coast Conference,46,12
