athlete_id,first_name,last_name,gp,gs,goals,assists,points,shots,sog,gwg,gb,to,ct,dc,fow,fo_att,minutes,gk_ga,gk_gaa,gk_saves,gk_sv_pct
lax_e2814f50bf52,Niamh,Callahan,17,17,0,0,0,0,0,0,39,21,4,0,,,,232,14.37,155,0.401
lax_bff356f75998,Nora,Friskel,17,17,0,0,0,1,1,0,11,10,5,0,,,,,,,
lax_adb1dfaeaffd,Abby,Gillum,11,2,0,0,0,1,1,0,2,6,0,1,,,,,,,
lax_0b69e0a0bb17,Izzy,Kowalczyk,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
lax_edaa7a4406b2,Kinsey,McAleece,17,17,0,0,0,0,0,0,17,11,7,0,,,,,,,
lax_dee0daf34284,Corinne,Nicholas,11,2,0,0,0,0,0,0,4,5,1,0,,,,,,,
lax_8625761aa381,Mackenzie,Phillips,6,0,0,0,0,1,0,0,0,0,1,0,,,,,,,
lax_0d2e30df640b,Isabel,Ramirez,14,13,0,0,0,1,1,0,16,6,11,4,,,,,,,
lax_bd2e71dd7c82,Sydney,Shields,17,17,0,0,0,0,0,0,9,15,7,1,,,,,,,
lax_0d813ee4dd00,Olivia,Costa,19,18,74,3,77,144,106,1,18,29,2,44,,,,,,,
lax_74c9159d3758,Christina,DiGuglielmo,16,16,29,43,72,62,49,4,14,19,3,5,,,,,,,
lax_71e7d8c1c01d,Emily,Mulroony,19,16,29,43,72,61,47,1,9,39,6,77,,,,,,,
lax_4cb2e13be88d,Bridey,Lawler,19,19,60,9,69,112,90,2,25,34,20,13,,,,,,,
lax_b847196e9f04,Hailey,Linebaugh,19,19,14,44,58,30,23,2,9,40,1,2,,,,,,,
lax_43379ce403da,Sophia,Campola,19,6,11,10,21,30,23,0,7,14,0,4,,,,,,,
lax_a6e98b9d736c,Danielle,Sieja,19,16,11,7,18,35,24,2,36,17,31,17,,,,,,,
lax_02a7bcc8bf99,Emma,Williamson,19,19,12,2,14,28,20,1,56,11,37,14,,,,,,,
lax_34e8808a7426,Marissa,Kozak,12,0,7,7,14,9,8,0,5,11,1,0,,,,,,,
lax_38092eb08bfc,Brynn,Nemeth,6,0,5,2,7,10,8,0,5,6,1,0,,,,,,,
lax_040b7fe4a025,Amber,Zimmerman,8,0,5,0,5,10,7,0,2,7,1,1,,,,,,,
lax_169e0a1e7a88,Faith,Russo,18,0,2,2,4,12,8,0,6,7,1,1,,,,,,,
lax_fafb3039adaf,Cami,Beetel,19,19,2,1,3,4,3,0,39,8,31,8,,,,,,,
lax_139c4f86aeec,Madison,Felix,6,0,2,0,2,2,2,0,2,0,1,0,,,,,,,
lax_d93a1fef6222,Keira,Linebaugh,8,0,0,2,2,0,0,0,2,5,1,0,,,,,,,
lax_97e2f7500104,Grace,Visscher,19,5,1,0,1,3,2,0,13,8,8,6,,,,,,,
lax_9f0ccb7f6a3f,Kendall,Kardon,19,14,0,1,1,0,0,0,34,10,18,8,,,,,,,
lax_ea07148506b3,Zoe,Boksan,7,0,0,0,0,0,0,0,0,1,0,0,,,,,,,
lax_e6111282d50f,Gianna,Cataldo,19,19,0,0,0,1,1,0,24,7,10,1,,,,,,,
lax_1f9b5c8dc15b,Raeleigh,Dippel,13,2,0,0,0,1,1,0,23,7,8,0,,,,,,,
lax_1bd7b1a0a69f,Anna,Edwards,2,0,0,0,0,0,0,0,0,0,2,0,,,,,,,
lax_56a1c4ff7e56,Maggie,Evans,19,19,0,0,0,1,1,0,7,2,9,1,,,,,,,
lax_59b092c32962,Sara,Forchelli,2,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
lax_1d457068114c,Bridget,Hays,7,0,0,0,0,3,2,0,1,0,1,0,,,,,,,
lax_ad8a51d56897,Arianna,Renninger,15,0,0,0,0,1,1,0,6,1,8,1,,,,,,,
lax_51997c8b270c,Trizzah,Savagaji,8,0,0,0,0,0,0,0,4,0,0,0,,,,15,5.67,9,0.375
lax_a8ed4cd56f9b,Larkin,Trainor,19,19,0,0,0,0,0,0,22,9,1,0,,,,175,10.79,131,0.428
lax_a74e5aad53cd,Abby,Geary,17,17,26,24,50,62,44,0,19,59,7,0,,,,,,,
lax_fc017d641ef4,Grace,Kelly,17,14,22,18,40,51,41,2,12,12,3,0,,,,,,,
lax_7bc19571c470,Heidi,Schmidt,16,13,28,8,36,91,62,0,9,22,4,0,,,,,,,
lax_63e86662a754,Quinn,Foa,17,10,23,10,33,48,32,1,5,16,3,19,,,,,,,
lax_0dee510b4993,Eva,Gardner,16,16,19,5,24,69,48,1,10,12,2,9,,,,,,,
lax_ad2fc7d14302,Sage,Whiteside,15,10,19,3,22,50,42,0,22,9,14,43,,,,,,,
lax_2e19a2535376,Bella,Guckes,6,5,13,7,20,19,15,1,11,7,2,0,,,,,,,
lax_6038b648d13c,Crawford,Fisher,17,9,8,5,13,18,13,1,12,8,10,21,,,,,,,
lax_28eb7887221d,Carson,Cerow,17,6,5,2,7,13,7,0,12,11,3,6,,,,,,,
lax_b0b6fe75b2fc,Jillian,McNulty,13,0,2,4,6,8,4,0,10,14,8,17,,,,,,,
lax_4eb5c3a6c62a,Caroline,Cavendish,11,2,1,4,5,8,3,0,0,4,0,0,,,,,,,
lax_76f6a8c9544b,Lexi,Thaut,17,8,4,0,4,12,8,0,12,7,5,11,,,,,,,
lax_f51dcc6318ec,Meghan,McDonald,12,0,1,3,4,8,4,0,2,5,1,0,,,,,,,
lax_13837379e497,Alex,Hackett,16,1,2,1,3,5,3,0,6,3,5,9,,,,,,,
lax_9de172ca7c10,Schuyler,Cerow,17,17,1,2,3,1,1,0,36,9,26,28,,,,,,,
lax_4c5696549122,Dani,Estrada,4,0,1,0,1,1,1,0,1,1,1,0,,,,,,,
lax_88953423c0b9,Ali,Broome,17,17,0,1,1,4,2,0,21,10,23,1,,,,,,,
lax_20a04dc9f031,Mallory,Cavanagh,17,0,0,0,0,0,0,0,8,2,10,0,,,,,,,
lax_2200277d5864,Taylor,Cheung,2,0,0,0,0,0,0,0,0,1,0,0,,,,,,,
lax_88c9d937ba05,McKenna,Keefer,17,17,0,0,0,0,0,0,13,2,15,1,,,,,,,
lax_791903825e41,Amelia,Kreamer,2,0,0,0,0,0,0,0,1,1,1,0,,,,,,,
lax_3c6284adf76c,Lydia,Mossi,6,0,0,0,0,0,0,0,3,1,0,0,,,,9,5.1,16,0.64
lax_73daf4e6ab44,Brynna,O'Brien,8,4,0,0,0,0,0,0,17,4,1,0,,,,34,8.22,25,0.424
lax_aa0bfc9e214f,Lauren,Peck,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,
lax_39d9f96a3ed6,Jess,Ricci,6,0,0,0,0,2,2,0,1,0,2,3,,,,,,,
lax_60b7e5a5e3e4,Liv,Rizzi,4,0,0,0,0,0,0,0,1,0,1,0,,,,,,,
lax_918b262bcc1e,Mia,Snellenburg,17,17,0,0,0,0,0,0,24,1,10,1,,,,,,,
lax_5b8d856c38db,Peyton,VanDorpe,14,13,0,0,0,0,0,0,43,18,16,0,,,,120,10.81,80,0.4
lax_e72727d4f0b2,Alyssa,Yuan,15,8,0,0,0,0,0,0,9,7,3,0,,,,,,,
lax_17c9099e0f43,Grace,Patane,16,16,39,20,59,103,75,2,27,44,21,2,,,,,,,
lax_3fc1036f990a,Madi,Strong,17,17,38,13,51,72,63,0,28,35,11,4,,,,,,,
lax_c70a6b06d5d7,Regina,Williams,17,2,42,6,48,107,79,0,22,23,11,6,,,,,,,
lax_3384b3bb929a,Aubrey,Welch,17,17,35,11,46,69,53,2,36,31,21,75,,,,,,,
lax_c9f68b74d211,Hayden,Scotti,16,15,23,23,46,64,42,4,26,41,11,0,,,,,,,
lax_ebeedc22b5db,Emma,Gallaro,16,16,27,10,37,70,45,1,24,17,14,4,,,,,,,
lax_9426a2171066,Kristina,Lowe,17,17,22,5,27,53,39,0,47,18,43,56,,,,,,,
lax_3d17597b83c1,Emily,Monaco,17,17,9,3,12,27,17,0,47,19,43,41,,,,,,,
lax_303d3b4eb2cd,Mackenzie,Cavalieri,9,0,3,2,5,9,5,0,0,3,0,1,,,,,,,
lax_fe1e3ce298f9,Zoey,Pipher,17,17,2,3,5,6,5,0,20,8,9,24,,,,,,,
lax_de904910d865,Olivia,Trowbridge,9,1,1,2,3,5,4,0,2,4,0,0,,,,,,,
lax_68a4b650f12b,Fiona,Rooney,8,0,1,1,2,4,2,0,4,2,1,0,,,,,,,
lax_45b01c5fbc17,Brooke,Carlisle,15,15,1,0,1,5,2,0,18,7,10,2,,,,,,,
lax_c84351f0ce8f,Gianna,Paz,16,16,1,0,1,3,2,0,41,12,30,0,,,,,,,
lax_4e24e89699fd,Kaitlyn,Llompart,17,17,0,1,1,0,0,0,17,9,12,3,,,,,,,
lax_9d8c6e79b90e,Annie,Durante,6,0,0,0,0,0,0,0,7,0,0,0,,,,16,8.0,10,0.385
lax_2ff9b6ae82bd,Karine,Johnson,13,0,0,0,0,0,0,0,12,2,8,0,,,,,,,
lax_4939d200d3d1,Skyler,Ribitzki,6,0,0,0,0,0,0,0,0,0,1,1,,,,,,,
lax_4f37996124a6,Medinah,Sarwari,13,4,0,0,0,1,0,0,2,4,5,0,,,,,,,
lax_05cdff5151ed,Paige,Shaw,17,17,0,0,0,0,0,0,13,6,1,0,,,,105,11.07,68,0.393
lax_c97d46a36274,Rorrie,Sifers,13,0,0,0,0,0,0,0,3,0,0,0,,,,41,7.79,29,0.414
lax_5d4d39157869,Delaney,Smith,8,0,0,0,0,0,0,0,3,2,2,0,,,,,,,
lax_acbb91f8a015,Ava,Walker,14,14,22,4,26,59,40,0,25,40,12,27,,,,,,,
lax_25800c48532c,Shayleigh,Sims,15,13,14,3,17,35,30,1,17,26,8,1,,,,,,,
lax_2a12c6cde8d9,Ava,Schwartz,15,15,10,5,15,36,22,1,5,43,0,21,,,,,,,
lax_861f3223eca5,Hailey,Walker,15,15,9,6,15,36,20,0,30,42,12,34,,,,,,,
lax_dfab7e344456,Joelle,Blosser,10,10,10,1,11,27,20,0,11,23,8,12,,,,,,,
lax_fbd80308c185,Kaylene,Todd,12,12,9,1,10,20,15,0,33,16,18,30,,,,,,,
lax_ffcadfe08609,Liliana,Guerrero,14,12,2,3,5,16,9,0,6,15,5,1,,,,,,,
lax_5dd4e1005c71,Briana,Cruz-Dempsey,15,14,3,0,3,4,4,0,8,15,2,0,,,,,,,
lax_898ff45d60ec,Ari,Smart,12,7,2,1,3,5,2,0,4,13,0,0,,,,,,,
lax_e9c3fbc2f1d7,Sarah,Lynch,11,2,2,0,2,4,3,0,2,1,3,0,,,,,,,
lax_639a57684dd7,Leslie,Aleman,14,13,1,0,1,2,2,0,20,25,8,3,,,,,,,
lax_ddd4c4bae853,Jocelyn,Allanson,15,13,1,0,1,6,4,0,9,13,3,3,,,,,,,
lax_cf2eee594d4d,Taylor,Linton,14,9,1,0,1,2,2,0,5,7,3,1,,,,,,,
lax_93b53a441b6a,Mickayla,Clay,14,4,0,0,0,0,0,0,9,4,5,0,,,,,,,
lax_6205ee0a9c91,Jade,Davis,6,1,0,0,0,0,0,0,1,2,0,0,,,,,,,
lax_568b7c908c34,Shay,Gough,14,11,0,0,0,1,0,0,8,14,4,1,,,,,,,
lax_2ae35c3b4b7b,Alyssa,Hunter,15,15,0,0,0,0,0,0,36,33,0,0,,,,240,15.97,159,0.398
lax_2ca9750d1bfa,Rosa,Martin Fonseca,6,0,0,0,0,0,0,0,1,0,1,0,,,,,,,
lax_d2fd299907af,Gracie,Horton,13,13,26,12,38,61,51,0,22,44,15,29,,,,,,,
lax_936e02f6bec3,Natalia,Willoughby,15,15,28,3,31,72,55,1,53,20,23,62,,,,,,,
lax_e60de0d91995,Morgan,Wallace,15,15,18,13,31,58,42,1,20,56,9,38,,,,,,,
lax_c290ae3d5109,Anaelis,Morales,9,9,13,2,15,26,20,2,12,13,11,3,,,,,,,
lax_5be9ab4c3fcf,Paige,Robinson,14,14,6,3,9,29,19,0,12,20,13,1,,,,,,,
lax_0546fc1c4340,Seana,Rodgers,15,15,3,4,7,6,5,0,22,20,14,0,,,,,,,
lax_3d4bb2f91bab,Madison,Groetsch,12,12,3,1,4,12,10,0,6,22,2,0,,,,,,,
lax_85cf1e4947b5,Addyson,Whitaker,11,11,0,1,1,2,1,0,22,29,22,7,,,,,,,
lax_b0364e5ec607,Tori,Benjamin,15,15,0,0,0,0,0,0,11,14,2,0,,,,214,16.07,153,0.417
lax_c3c92c12b1c2,Emily,Berkley,11,9,0,0,0,4,2,0,3,11,0,0,,,,,,,
lax_772690954ebd,Riley,Campbell,15,14,0,0,0,0,0,0,7,14,10,1,,,,,,,
lax_831afa49f8f1,Natasha,Chaillou,3,0,0,0,0,0,0,0,0,1,0,0,,,,9,10.09,2,0.182
lax_6164172be7cd,Addison,Frazier,14,14,0,0,0,0,0,0,21,27,14,4,,,,,,,
lax_9b2c40f259cd,Zara,Hammond,15,15,0,0,0,0,0,0,9,18,7,0,,,,,,,
lax_f4c96a3f5501,Aubrie,Hatfield,6,1,0,0,0,0,0,0,12,7,1,0,,,,6,7.56,3,0.333
lax_9e1cc945b7d3,Grace,Mosher,8,2,0,0,0,0,0,0,5,1,0,0,,,,,,,
lax_5a8e6d73854b,Mikayla,Stewart,2,0,0,0,0,0,0,0,0,2,0,0,,,,,,,
lax_d98f9563c61b,Chloe,Stone,12,3,0,0,0,0,0,0,4,1,1,0,,,,,,,
lax_77aca130855d,Ava,Weiman,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
lax_106e3632f279,Christina,Eloe,19,19,40,8,48,74,65,4,83,47,39,73,,,,,,,
lax_78989828ccac,Milli,Shell,18,16,27,10,37,72,50,1,16,52,7,51,,,,,,,
lax_c3c78b084933,Kailey,Smith,17,15,16,13,29,44,31,0,29,57,17,5,,,,,,,
lax_3e1e7f8e309b,Kerry,Costello,19,19,18,8,26,48,25,0,14,51,16,4,,,,,,,
lax_8c6f1f525e10,Lauryn,Brown,19,17,23,2,25,45,35,1,37,41,22,26,,,,,,,
lax_0087241f4d1a,Paige,Janicki,16,15,17,4,21,35,25,1,24,34,16,5,,,,,,,
lax_0bfd37b081fc,Malak,Daoud,17,14,13,7,20,19,15,1,15,54,8,15,,,,,,,
lax_8f14234a0e71,Kamryn,Ibinger,19,11,3,3,6,6,5,0,17,24,8,1,,,,,,,
lax_9a9bf3620a5f,Ashlynn,Coleman,16,12,2,4,6,5,5,0,10,15,7,2,,,,,,,
lax_60639acf182d,Clare,Allison,12,5,2,0,2,6,4,0,10,3,7,0,,,,,,,
lax_fa3093cd9da1,Bella,Braun,16,15,0,0,0,0,0,0,31,19,1,0,,,,160,10.0,109,0.405
lax_83724468aaeb,Savanna,Buttram,2,2,0,0,0,0,0,0,0,2,1,0,,,,,,,
lax_58b4813a500e,Elle,Chipman,5,0,0,0,0,2,0,0,1,2,1,0,,,,,,,
lax_ec2e94a350b0,Addie,Draper,10,9,0,0,0,0,0,0,8,11,4,0,,,,,,,
lax_e695e9e1c51e,Payton,Grenzer,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
lax_97ba4829f054,Alivia,Jacobo,15,4,0,0,0,0,0,0,16,20,6,1,,,,,,,
lax_32f2a4f73769,Kate,Martinez-Jacinto,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
lax_bc38a1619e4c,McKenna,Reilly,16,14,0,0,0,0,0,0,7,5,7,0,,,,,,,
lax_ad1f850904bd,Bri,Soto-Diaz,5,0,0,0,0,1,0,0,2,6,0,0,,,,,,,
lax_d3e49fdebb4f,Maude,Spagnolo-Salisbury,1,1,0,0,0,0,0,0,0,1,0,0,,,,,,,
lax_fe0d48106193,Hollen,Thompson,19,19,0,0,0,3,1,0,52,25,34,1,,,,,,,
lax_f2d486ac8690,Holly,Wallis,3,3,0,0,0,0,0,0,14,1,0,0,,,,46,15.33,28,0.378
lax_134eba2deb10,Ella,Scholes,17,14,40,26,66,106,82,2,25,38,12,1,,,,,,,
lax_50a19c058e35,Hailey,Meyer,17,17,48,8,56,109,85,3,66,71,33,74,,,,,,,
lax_d9cf0bb4f119,Megan,Meyer,16,15,24,24,48,56,46,1,19,36,7,13,,,,,,,
lax_80b579228326,Abby,Bach,17,16,22,25,47,57,44,0,18,30,4,0,,,,,,,
lax_d0ffdfd44526,Drew,Bridges,17,17,26,12,38,85,55,2,70,50,28,18,,,,,,,
lax_52ad9b0b6a1b,Alyssa,Golombeck,17,16,22,9,31,55,39,0,37,32,18,63,,,,,,,
lax_7b543f50557d,Kendall,Ulmer,11,3,6,4,10,20,14,0,6,10,0,0,,,,,,,
lax_d3e13feabb5d,Jordyn,Hironimus,17,17,6,3,9,13,11,1,16,12,6,17,,,,,,,
lax_a11d595e553f,Ally,Breneman,7,1,5,1,6,9,6,0,8,7,4,4,,,,,,,
lax_6673cb047c8a,Lauryn,Wargo,12,3,2,1,3,3,2,0,3,7,2,0,,,,,,,
lax_4294cba53b6a,Morgan,Echeverria,4,0,1,0,1,1,1,0,0,2,0,0,,,,,,,
lax_8dfbd0c0b50e,Aubrey,Bair,2,0,0,0,0,0,0,0,1,0,0,0,,,,,,,
lax_79e3551a7345,Madi,Brubaker,17,17,0,0,0,0,0,0,15,9,8,2,,,,,,,
lax_835402104832,Caroline,Christopher,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
lax_cee14eada344,Alyssa,Conner,15,14,0,0,0,0,0,0,10,8,1,0,,,,172,12.5,85,0.331
lax_1df5115dee9d,Natalie,Harris,4,0,0,0,0,1,0,0,0,0,1,0,,,,,,,
lax_432fe434bd8b,Olivia,Keeney,17,17,0,0,0,0,0,0,27,14,16,0,,,,,,,
lax_76a08d58b7d2,Tyrne,Keeney,4,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
lax_2bb5fc932035,Katie,Raggazino,3,3,0,0,0,0,0,0,3,1,0,0,,,,33,12.38,16,0.327
lax_c91fc1bea950,Isabelle,Rudy,17,17,0,0,0,0,0,0,8,5,7,0,,,,,,,
lax_091032885686,Kaylee,Smith,10,1,0,0,0,0,0,0,4,1,3,0,,,,,,,
lax_928382befd3e,Peyton,Walters,2,0,0,0,0,0,0,0,0,0,0,0,,,,1,2.0,3,0.75
lax_b6bea1576d0d,Sara,Watson,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
lax_568f61b7f657,Jenna,Wilson,17,16,0,0,0,0,0,0,24,7,22,0,,,,,,,
lax_bf4117067542,Kelsey,Stewart,10,10,14,2,16,40,32,0,43,37,16,28,,,,,,,
lax_5d2aa1627840,Mandy,McCarrick,4,4,5,0,5,14,12,0,25,16,9,15,,,,,,,
lax_168c8608f63e,Sandra,Angell,11,11,4,0,4,24,10,0,27,45,6,26,,,,,,,
lax_95bbe19348e3,Alayna,Toole,3,3,3,1,4,11,6,0,7,11,3,4,,,,,,,
lax_583aa9e1691d,Jenna,Forrest,11,11,1,0,1,1,1,0,10,19,5,1,,,,,,,
lax_7caa17eab8a4,Ciara,Armlin,11,11,0,1,1,0,0,0,8,17,4,1,,,,,,,
lax_672a19839a6c,Indigo,Smallwood,11,11,0,1,1,7,3,0,5,28,0,0,,,,,,,
lax_df2c427c8c4c,Abby,Belcher,9,9,0,0,0,6,2,0,16,16,9,8,,,,,,,
lax_2741a49a0e38,Reese,Bowen,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
lax_37e29d7cfcc3,Gabby,Bradigan,4,2,0,0,0,0,0,0,1,3,0,0,,,,,,,
lax_7927aa25c1ff,Kaleigh,Krueger,11,11,0,0,0,0,0,0,47,55,1,0,,,,177,16.09,111,0.385
lax_c8b0ff141dc2,Martha,Montiero,5,4,0,0,0,0,0,0,1,1,0,0,,,,,,,
lax_2e93657ace65,Emma,Morel,3,2,0,0,0,1,1,0,3,5,0,0,,,,,,,
lax_de742828e683,Brianna,O'Drain,11,11,0,0,0,0,0,0,13,9,5,0,,,,,,,
lax_ca77885ca3e2,Taylor,Scales,11,11,0,0,0,2,1,0,19,15,5,0,,,,,,,
lax_2e5ca1fe6be5,Kelsey,Swift,5,4,0,0,0,0,0,0,0,0,1,0,,,,,,,
lax_789c83cc1352,Kaitlyn,Vasey-Hunt,11,11,0,0,0,5,3,0,3,8,1,0,,,,,,,
lax_a8a843cbd025,Caitlyn,Ward,6,4,0,0,0,0,0,0,2,5,1,0,,,,,,,
lax_09be226f71f4,Madeline,Wright,20,18,71,18,89,143,105,1,32,29,17,96,,,,,,,
lax_e353074c994a,Avery,Robillard,20,19,23,26,49,47,35,1,53,41,39,47,,,,,,,
lax_d5a14606b97e,Emilia,Ferraro,18,17,32,8,40,58,51,3,18,25,8,1,,,,,,,
lax_b7c5d83fa0cb,Anna,Nichols,19,17,29,7,36,68,52,6,29,34,11,30,,,,,,,
lax_4c63489bc633,Ella,Stein,19,11,21,12,33,40,36,2,17,42,15,18,,,,,,,
lax_dd799b6b4207,Delaney,Johnston,20,6,19,5,24,36,32,2,16,22,4,26,,,,,,,
lax_d10bfff2d531,Daphne,Blake,15,0,12,7,19,16,14,0,8,12,1,0,,,,,,,
lax_7b7965621068,Ella,Marschitz,12,8,8,9,17,23,16,0,5,18,4,1,,,,,,,
lax_126745da65c2,Hannah,Hoenshell,20,20,10,4,14,37,24,0,9,28,6,0,,,,,,,
lax_5a4b1d4266c7,Rylie,Hogan,17,6,9,0,9,19,17,0,8,8,4,0,,,,,,,
lax_5e16e9fdf1f4,Lily,Killeen,13,3,4,3,7,8,7,0,7,8,3,0,,,,,,,
lax_c5dd592c5b8c,Sadie,Sevigny,16,3,4,1,5,10,5,0,9,16,10,0,,,,,,,
lax_0bd143365c5b,Tori,Flaherty,5,1,3,2,5,4,3,0,1,6,2,0,,,,,,,
lax_bc8571b9de5d,Mary,Thibault,9,0,3,2,5,8,6,0,9,5,2,1,,,,,,,
lax_a6cc6ef532d6,Abigail,Graham,18,13,4,0,4,5,4,0,31,14,26,3,,,,,,,
lax_2b9280fd94b7,Riley,Coyne,4,0,1,1,2,4,4,0,0,2,0,0,,,,,,,
lax_7efac4bf3739,Maddie,McCulloch,20,20,0,1,1,0,0,0,21,18,15,5,,,,,,,
lax_96aa4c7c584e,Halle,Miller,20,20,0,1,1,0,0,0,49,13,24,2,,,,,,,
lax_b1f923306a31,Katie,Colaci,8,1,0,0,0,0,0,0,7,2,4,0,,,,,,,
lax_23014f4bd2b1,Amelia,Cole,6,1,0,0,0,0,0,0,10,1,5,0,,,,,,,
lax_d428e488246c,Audrey,Colon,4,0,0,0,0,0,0,0,1,1,0,0,,,,1,2.0,0,0.0
lax_1319bff4a726,Savannah,Duquette,6,1,0,0,0,0,0,0,4,0,0,0,,,,7,3.66,7,0.5
lax_b0ffc7384d46,Alexandra,Gencarelli,16,15,0,0,0,0,0,0,10,9,12,2,,,,,,,
lax_5d9fd53f03bc,Maddie,Noonan,4,0,0,0,0,0,0,0,1,0,2,0,,,,,,,
lax_cd3184a7755f,Reese,Pavao,20,20,0,0,0,0,0,0,13,9,12,0,,,,,,,
lax_2eb20fd0bfb5,Keira,Walsh,20,19,0,0,0,0,0,0,25,8,8,1,,,,157,8.98,128,0.449
lax_aa9a1f626647,Kaitlin,Wojcik,5,0,0,0,0,0,0,0,5,2,1,0,,,,,,,
lax_a6d9961fcdfd,Julianna,Medina,14,14,43,19,62,103,87,3,22,31,19,62,,,,,,,
lax_88937b779524,Jenna,Robinson,14,14,21,6,27,57,39,1,13,22,7,29,,,,,,,
lax_20b7f91ee6e5,Kristen,Mellon,12,11,17,4,21,45,33,0,21,27,10,21,,,,,,,
lax_4f98b798da81,Madison,Ballesteros,10,8,11,10,21,33,23,0,12,12,6,0,,,,,,,
lax_fd1fa3ce0282,Abigail,Collins,14,14,11,6,17,27,21,2,10,23,4,3,,,,,,,
lax_4a0bf98d9193,Casey,Hartnett,11,7,7,9,16,27,20,0,5,20,2,10,,,,,,,
lax_274be3d57668,Abigail,Tharp,14,14,1,5,6,9,3,0,9,19,5,12,,,,,,,
lax_b5f95ef797ff,Sabrina,Davis,12,7,3,0,3,6,5,0,11,14,4,2,,,,,,,
lax_896d626bf96d,Romina,Revelo,14,9,2,0,2,4,4,0,5,13,3,0,,,,,,,
lax_96ddc8f563cf,Allie,Borzelli,4,4,1,1,2,5,3,0,3,2,2,2,,,,,,,
lax_66ed8cff4819,Emily,Dymkowski,14,7,1,1,2,5,3,0,5,9,1,0,,,,,,,
lax_7c5cf67b2909,Victoria,Balderas Velez,12,11,0,1,1,1,0,0,4,12,6,6,,,,,,,
lax_fb1e63538388,Gianna,Gittlitz,4,1,0,0,0,0,0,0,2,1,1,0,,,,11,11.0,10,0.476
lax_c14d2e861a45,Jenna,Hawley,2,0,0,0,0,0,0,0,0,1,1,0,,,,5,5.0,5,0.5
lax_a9abeea650ca,Maya,Henri,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
lax_cf064a3291fe,Lavonne,James,14,13,0,0,0,0,0,0,10,6,4,0,,,,,,,
lax_1aaf86eef692,Alison,Kozik,14,14,0,0,0,0,0,0,39,28,6,0,,,,180,15.0,158,0.467
lax_7c87f1c9d5dd,Shirley,Munoz,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
lax_605bb1db8747,Sasha,Pollock,14,12,0,0,0,0,0,0,13,6,8,0,,,,,,,
lax_6479852f6e09,Talia,Scheffer,7,7,0,0,0,0,0,0,6,3,2,0,,,,,,,
lax_6373a1a1438a,Carly,Livingston,19,19,63,50,113,140,113,1,38,51,19,7,,,,,,,
lax_1d8b0ed1e3fd,Emily,Sohm,19,19,39,12,51,95,70,4,19,33,15,13,,,,,,,
lax_6fc0e769c8fe,Kailee,Coppola,16,15,27,15,42,57,47,2,27,34,6,13,,,,,,,
lax_818d1127911b,Molly,Espey,19,19,24,10,34,44,34,1,44,33,16,73,,,,,,,
lax_de799d7ae324,Jordyn,Neu,18,18,17,8,25,23,19,0,12,21,2,1,,,,,,,
lax_88e71dd77e1f,Rylee,Valenzano,19,19,12,7,19,37,21,0,36,34,19,66,,,,,,,
lax_918ab3f5de34,Krystal,Sulin,19,8,11,8,19,28,21,1,12,12,4,0,,,,,,,
lax_5f306714a4c2,Dayana,Gonzalez,8,3,3,0,3,9,4,0,12,10,4,12,,,,,,,
lax_1ec7a044ce54,Janiya,Grant,6,1,1,0,1,2,1,0,4,3,2,0,,,,,,,
lax_1d006fd33c3b,Sabrina,Middleton,17,17,1,0,1,1,1,0,27,15,19,1,,,,,,,
lax_460f75edf146,Shyann,Parker,16,14,1,0,1,1,1,0,13,5,22,1,,,,,,,
lax_c3df42f4873e,Britney,Barbareno,2,0,0,0,0,0,0,0,0,0,0,0,,,,1,2.0,0,0.0
lax_2a0ef171c1f3,Jill,DeAveiro,19,19,0,0,0,0,0,0,10,21,11,2,,,,,,,
lax_cf686f849cd4,Megan,DiBiasi,3,0,0,0,0,0,0,0,1,1,0,0,,,,,,,
lax_9056fc413131,Rebecca,Lohman,18,18,0,0,0,2,1,0,23,19,19,1,,,,,,,
lax_cb94e38bdf6f,Ryan,Miller,19,18,0,0,0,0,0,0,16,10,4,0,,,,,,,
lax_00b8756a2d19,Giavanna,Stamatelo,19,18,0,0,0,0,0,0,47,46,3,1,,,,197,10.62,189,0.49
lax_633e88c94119,Marybeth,Zimos,5,2,0,0,0,0,0,0,1,1,3,0,,,,,,,
lax_0ef0d12a6ba8,Devyn,Crone,20,20,31,42,73,70,52,0,16,25,1,0,,,,,,,
lax_cf2ae0be4086,Lauren,Pittman,20,20,46,10,56,105,67,3,23,39,11,81,,,,,,,
lax_f094c9b560e4,Annie,Marshall,20,9,17,28,45,53,41,0,19,35,3,0,,,,,,,
lax_33331ba2668e,Myranda,Beebe,20,20,25,11,36,60,42,0,16,26,11,0,,,,,,,
