athlete_id,first_name,last_name,gp,goals,assists,points,plus_minus,minutes,goalie_ga,goalie_gaa,goalie_saves,goalie_sv_pct
ih_afdb3a4bcc64,Will,Pray,17,6,2,8,,2,,,,
ih_3ee08e4cf566,Luca,Rea,25,5,3,8,-4,9,,,,
ih_4408c2d8df61,Matt,Hale,26,7,13,20,,7,,,,
ih_fb2f5380bd42,Payton,Schaly,21,12,11,23,0,7,,,,
ih_088c1e2c375e,Josh,Steele,7,0,1,1,-1,1,,,,
ih_55b9847e63f8,Kim,Hilmersson,27,8,15,23,,19,,,,
ih_10978b2460b4,Lucas,Jones,24,1,6,7,,6,,,,
ih_d362acc42b9a,Thomas,Kaufield,23,3,3,6,-3,3,,,,
ih_110f6554aca7,Luke,Golisano,8,1,0,1,-1,3,,,,
ih_321593fafedb,Tucker,Shedd,27,7,13,20,,0,,,,
ih_9671b4472eae,Patrick,O'Connell,25,6,8,14,,1,,,,
ih_173eaf255d84,Philip,O'Neill,1,0,0,0,0,0,1,6.62,2,0.667
ih_1c81d55a8ceb,Brandon,Shantz,14,0,1,1,0,0,43,3.57,331,0.885
ih_80d1e286039c,Étienne,Tremblay-Mathieu,27,9,19,28,,7,,,,
ih_2f0e163cb31f,Byron,Hartley,16,3,3,6,-6,2,,,,
ih_aedf8a273ece,Jimmy,Goffredo,25,1,4,5,-5,6,,,,
ih_5f8d544f0c65,Matthew,Jovanovic,2,0,0,0,0,0,,,,
ih_f6ad0aaf42af,Kazimier,Sobieski,35,5,7,12,-20,9,,,,
ih_062b7232c4b8,Thomas,Klassek,34,3,15,18,-7,4,,,,
ih_4fff14b0117b,Gunnar,VanDamme,33,0,5,5,-17,7,,,,
ih_4150d0f8ce63,Ethan,Bono,35,4,6,10,-11,4,,,,
ih_a6732a176d63,Gustavs,Ozolins,34,1,2,3,-10,2,,,,
ih_f70814b2c7f3,Rainers,Rullers,35,9,7,16,-11,6,,,,
ih_677b7f0d80f0,Trevor,Russell,29,3,2,5,0,9,,,,
ih_2b6a3a1ff1f7,Lucas,Lemieux,20,1,1,2,0,2,,,,
ih_2dd71b832cca,Tyler,Wallace,35,9,9,18,-7,6,,,,
ih_6d8a319b784a,Jackson,Kyrkostas,11,0,2,2,-2,1,,,,
ih_c4cd7c5afb96,Matthew,Buckley,34,5,7,12,-18,6,,,,
ih_095d7e3b3be2,Landen,Hilditch,17,0,1,1,-2,4,,,,
ih_eee0c2b4283e,Jack,Gorton,11,2,0,2,-1,1,,,,
ih_09bdbbe74621,Dovar,Tinling,35,7,9,16,-3,4,,,,
ih_f46c8bda5aad,Cole,Gordon,34,1,2,3,-2,7,,,,
ih_81244d116bd8,Nate,Krawchuk,24,0,0,0,0,0,64,2.82,640,0.909
ih_4b44394f4d85,Carson,Dorfman,3,0,0,0,0,0,8,4.41,57,0.877
ih_e48cefc6b7ae,Bruno,Bruveris,12,0,0,0,0,0,35,3.61,260,0.881
ih_37d331fc0abe,Brad,McNeil,24,1,0,1,-10,3,,,,
ih_9b910bfa7906,Filip,Sitar,35,8,9,17,-12,4,,,,
ih_35b13bd8bbeb,Lucas,Matta,2,0,0,0,-1,0,,,,
ih_592b604e87e4,Jagger,Tapper,35,4,10,14,-6,3,,,,
ih_89e36ba07eeb,Mathieu,Bourgault,16,2,2,4,,5,,,,
ih_18e4eb43d642,Alfred,Lindberg,32,2,8,10,-11,1,,,,
ih_15c3e27e7862,Ian,Scherzer,28,4,5,9,-7,5,,,,
ih_e8a06837981a,Luciano,Wilson,34,8,14,22,-11,3,,,,
ih_e0b4f605360e,Josh,Kirton,13,0,0,0,0,0,56,4.96,410,0.88
ih_f77e88af9cfd,Brady,Bomal,24,2,2,4,-16,4,,,,
ih_d09cfa7c0e05,Carter,Poulin,25,3,4,7,-20,10,,,,
ih_c0fe3c0ae632,Cameron,Lawhorne,5,0,0,0,-5,0,,,,
ih_0b3f88adaadc,Michael,Caparco,20,6,9,15,-5,9,,,,
ih_e70aa971ba56,Chris,Allain,22,0,3,3,-15,9,,,,
ih_f0f764a45df6,Alfred,Rotiroti,24,2,2,4,-18,9,,,,
ih_4b1164aa8f21,Aaron,Sawicki,21,8,12,20,-6,13,,,,
ih_d43597aef962,Wesley,Haynes,22,0,2,2,-11,6,,,,
ih_b03dd41f2a4e,Brayden,Deschamps,12,0,5,5,-6,3,,,,
ih_ceba4e844cdd,Nick,Zanin,20,1,2,3,-21,5,,,,
ih_cf61f23c15cd,Jake,Murphy,2,0,0,0,-3,1,,,,
ih_6ca4d81ab77c,Mark,Phillips,13,1,1,2,,6,,,,
ih_cbb4acef554f,Josh,Coderre,23,1,4,5,-6,5,,,,
ih_d64b6628c957,Shawn,Golden,18,1,2,3,-11,4,,,,
ih_71f33df69334,Damon,Kiyawasew,25,3,5,8,-20,8,,,,
ih_11c88c3c8a08,Anthony,Dalessio,13,2,1,3,-10,4,,,,
ih_ebfd77f6eff3,Mason,Rudrud,25,8,8,16,-8,7,,,,
ih_c1d33f64c36c,Levi,Adcock,25,2,0,2,-22,4,,,,
ih_40f1c6baf2ba,TJ,Murphy,1,0,0,0,0,0,,,,
ih_81eb7cc8bcd0,Evan,Miles,24,1,3,4,-16,9,,,,
ih_3e81dbadb317,Devon,Jolley,14,0,1,1,-13,3,,,,
ih_fb01deb59b8e,Matt,Dore,6,0,0,0,0,0,21,4.78,167,0.888
ih_93bd1bf59583,Dylan,Boughen,4,0,0,0,,0,3,14.86,5,0.625
ih_188177bf4356,Brogan,Andrus,16,0,1,1,-4,2,,,,
ih_3053cd971414,Mason,Meyer,11,0,0,0,0,0,51,5.7,316,0.861
ih_44392d932a7f,Tyler,Sitnikov,22,0,3,3,-16,4,,,,
ih_35186a758bc3,Payton,Kender,25,12,9,21,-19,7,,,,
ih_93ccedaece6c,Ryan,Cardow,8,0,1,1,0,2,,,,
ih_5948b8ae4042,Jacob,Bodin,20,1,3,4,-7,9,,,,
ih_3500357816e5,Jakub,Krbecek,33,0,0,0,0,1,75,2.32,818,0.916
ih_42312c243b92,Brock,Reinhart,23,0,2,2,-4,2,,,,
ih_064627d63405,Ryan,Williams,27,1,3,4,,6,,,,
ih_195e6c082bcc,Gustav,Blom,13,0,1,1,-3,1,,,,
ih_aabdf0e77db5,Boris,Skalos,23,2,4,6,-3,2,,,,
ih_ca0bbf6cc1f7,Austin,Brimmer,36,10,15,25,,8,,,,
ih_c09523a08551,Zach,Wigle,36,8,17,25,,2,,,,
ih_46f130c07527,Philippe,Jacques,33,4,4,8,-1,7,,,,
ih_893692b86176,Caleb,Elfering,36,8,7,15,-1,5,,,,
ih_c69930d4bb16,Simon,Isabelle,33,5,10,15,,12,,,,
ih_bf5795b261ca,Tyler,Mahan,25,7,2,9,-5,0,,,,
ih_ea6225f98f54,Adam,Jeffery,27,0,3,3,,0,,,,
ih_78960030009f,Ty,Whyte,26,3,1,4,-1,5,,,,
ih_c37901827807,Tristan,Allen,35,1,14,15,,16,,,,
ih_d0ce5c2d8223,Kevin,Scott,34,0,4,4,,10,,,,
ih_b3563a5a2dbc,Camden,Bajzer,28,2,2,4,,4,,,,
ih_368c959ee766,Ben,Roger,35,3,11,14,,6,,,,
ih_b4ed489e4346,Mathieu,Cobetto-Roy,19,1,4,5,-1,4,,,,
ih_5bde0d981141,William,Moore,36,11,6,17,,8,,,,
ih_93e421e416f3,Christian,Catalano,36,10,12,22,-1,23,,,,
ih_d8f694adbfb6,Mason,Croucher,31,2,5,7,,4,,,,
ih_3888380e4cf6,Alex,Christopoulos,5,0,0,0,-1,0,,,,
ih_345f89b1c0dd,Evan,Konyen,35,12,12,24,,10,,,,
ih_c4ff78a77d94,Crossley,Stewart,34,1,11,12,-5,5,,,,
ih_9f1726fa9ba5,Xavier,Lapointe,17,2,6,8,-5,6,,,,
ih_1a07a1d1e6be,Trent,Burnham,2,0,0,0,0,0,1,0.83,21,0.955
ih_1651e26fd50b,Collin,Mackenzie,3,0,0,0,0,0,10,3.9,44,0.815
ih_87eaa471ffe4,Jacob,Jaslow,21,0,0,0,0,0,72,3.49,730,0.91
ih_41eb1eb2501c,Nick,Heaslip,12,0,0,0,-16,2,,,,
ih_3ea75d556e9a,Ryan,Drust,18,0,2,2,-6,2,,,,
ih_9e6399f4ce72,TJ,Sullivan,25,6,3,9,0,8,,,,
ih_7ada1b6f189c,Tommy,Rose,10,1,1,2,-6,7,,,,
ih_8cf75f7ddf10,Seth,Rakosky,24,0,3,3,-18,10,,,,
ih_53669da04c4b,Jacob,Kettwig,20,2,0,2,-15,4,,,,
ih_c546183a30bf,Jason,Tynan,13,1,2,3,-1,7,,,,
ih_eac7f16bffd1,Bo,Clark,20,2,3,5,-20,0,,,,
ih_efa80fbe8bed,Colin,Kwak,25,1,9,10,-8,4,,,,
ih_2ec37194c8ee,Cooper,St. Hilaire,25,3,5,8,-19,7,,,,
ih_568d6af5a21c,Gabe,Reis,25,1,4,5,-20,0,,,,
ih_124e69d06126,Shane,Adler,23,1,0,1,-14,5,,,,
ih_2601476f60a5,Nick,Palmer,19,0,1,1,-10,0,,,,
ih_975eb7998e6a,Filip,Kuba,20,0,2,2,-15,3,,,,
ih_4b6c8e97c2ac,Aidan,Radic,18,3,11,14,-6,3,,,,
ih_4da1de60299a,Ashton,Delmonico,14,0,0,0,-12,1,,,,
ih_67fe8985b8fe,JJ,Alger,25,8,7,15,-5,6,,,,
ih_b2623bcf82dd,Nicholas,Rooney,12,5,3,8,,3,,,,
ih_cbc14f13acf8,PJ,Sweeney,19,3,7,10,-6,6,,,,
ih_721469b90639,Christian,Worrell,24,2,4,6,-17,2,,,,
ih_6d8cf6ec1f02,Ashton,Gallagher,10,0,1,1,-5,1,,,,
ih_c33a16c240f7,Quinn,Bowden,15,0,0,0,-9,2,,,,
ih_924858023450,Brady,O'Connor,7,0,0,0,-13,1,,,,
ih_f93a029dcdda,Danny,Collins,7,0,0,0,-6,1,,,,
ih_21a7e94898db,Daxton,St. Hilaire,25,8,11,19,-8,8,,,,
ih_7329e5776fc3,Niko,Charles,6,0,0,0,0,0,18,6.79,105,0.854
ih_f1740c78e7fa,Cam,Prodin,7,0,0,0,0,0,16,9.18,50,0.758
ih_b8d790482276,Ben,Andersen,6,1,0,1,-1,0,,,,
ih_bee283d7d09a,Marcus,Ouellet,8,0,0,0,0,0,4,1.86,29,0.879
ih_cf512ff6bd57,Lucas,Di Chiara,22,1,5,6,-3,9,,,,
ih_c5b5e1faafb6,Gavin,Brandon,15,1,2,3,0,10,,,,
ih_1aa99dbf11cc,Carter,Cwiklinski,23,2,4,6,-9,2,,,,
ih_6eba4f4e74b8,Thomas,Plamondon,11,0,0,0,-2,3,,,,
ih_81a9e9182878,Charlie,Robinson,25,4,4,8,-1,7,,,,
ih_9bf2d38a41c2,Ian,Emery,25,8,6,14,-1,8,,,,
ih_04c210b2ab95,Cannon,Lentz,15,1,4,5,0,2,,,,
ih_d8359b7e59b6,Mitchell,Ferras,25,6,9,15,,5,,,,
ih_24c1c1375371,Ryan,Dutcher,18,0,0,0,0,6,,,,
ih_88282b76fc07,Sam,Ciappa,23,9,12,21,,4,,,,
ih_6959b4b22cb3,Elijah,Devereaux,23,2,7,9,-1,6,,,,
ih_ca648b6132f2,Brendan,Merriman,23,7,9,16,-1,11,,,,
ih_581dc1695e6b,Ian,Duffy,10,0,2,2,0,1,,,,
ih_c3e0b0feab78,Addam,Brunner,18,1,1,2,-7,2,,,,
ih_9d4b04b451cb,Aidan,Stubbings,2,0,0,0,,1,,,,
ih_33467efa25c0,Wyatt,Swonger,23,3,1,4,0,18,,,,
ih_f64caad61ffc,Mike,Markowski,21,2,3,5,-9,5,,,,
ih_6a97d29a60f6,James,Evans,16,5,3,8,,3,,,,
ih_d1cfe6c3c3b2,Michael,Peluso,25,2,2,4,-4,3,,,,
ih_6ee8fbe5bd1f,Kai,Tsoar,16,0,0,0,-6,0,,,,
ih_ee6ae47eadc5,Cooper,Conlin,9,0,0,0,-1,5,,,,
ih_14da8f015631,Jonathan,Sonedecker,21,5,1,6,-9,5,,,,
ih_a93386091702,Leyton,Pettypiece,23,4,10,14,,12,,,,
ih_03243e0fe333,James,Powers,2,0,0,0,,0,,,,
ih_ab29db7f7a8d,Sebastian,Woods,16,0,1,1,0,1,44,2.83,453,0.911
ih_f98fc6aba9e9,Dylan,Grover,13,0,0,0,0,0,21,2.94,219,0.913
ih_bc85ac2d4d0b,Kenneth,Brodie,23,2,4,6,-4,1,,,,
ih_6f74f69e3924,Gianpaolo,Giamartino,14,0,0,0,-8,5,,,,
ih_3513d717d3b6,Cameron,Smith,13,0,2,2,0,1,44,3.44,408,0.903
ih_7c2e21cd4732,Teddy,Mallgrave,10,0,0,0,-4,2,,,,
ih_173fbfa2f4a2,Evan,Orloff,3,0,1,1,-1,0,,,,
ih_3b0e2668414e,Andrew,Brown,34,0,8,8,-17,11,,,,
ih_c0ae3a04cbd1,Sam,Hall,4,0,0,0,-1,1,,,,
ih_1dd016d74880,Sam,LeDrew,32,10,8,18,-13,5,,,,
ih_e395fe97dd56,Filip,Juříček,35,9,9,18,-19,9,,,,
ih_51602e2c543c,Rasmus,Svartström,34,17,7,24,-20,9,,,,
ih_5b23ccf573a9,Jakub,Kopecký,19,0,0,0,-11,4,,,,
ih_03531d92dbbc,Cooper,Pierson,34,5,15,20,-22,3,,,,
ih_fe04976a6446,Cayden,Casey,35,4,20,24,-17,9,,,,
ih_00924c1b3621,Evan,Mitchell,9,0,0,0,-2,1,,,,
ih_d41e68a3fb0e,Sam,Frandina,31,2,6,8,-15,5,,,,
ih_25857da7a686,Gabe,Westling,35,2,9,11,-5,7,,,,
ih_29d60a9e8aa6,Tyler,Cristall,34,10,21,31,-11,5,,,,
ih_2b3029276bf6,Jacob,Bernadet,19,0,1,1,-4,1,,,,
ih_9016b402f3c3,Frankie,Carogioiello,35,1,4,5,-14,11,,,,
ih_1877ce4c561c,Isack,Bandu,32,4,0,4,-6,22,,,,
ih_0c68ab156907,Luke,Santilli,35,2,6,8,-16,19,,,,
ih_8d3c2a2ad89e,Jan,Olenginski,32,1,5,6,-9,7,,,,
ih_19bcb82946d3,Spencer,Bell,5,0,0,0,-2,4,,,,
ih_5653f5601151,Jack,Babbage,22,0,5,5,-6,1,,,,
ih_ba127775ecfc,Jake,Lammens,30,1,3,4,-7,4,,,,
ih_db9d30a933e6,Isaac,Tremblay,33,8,8,16,-10,7,,,,
ih_c86b1700d783,Nicholas,Beneteau,33,5,4,9,-16,4,,,,
ih_42afeb017feb,Gunnar,Thoreson,33,4,5,9,-17,4,,,,
ih_090ac1582694,Colin,Winn,9,0,0,0,0,0,37,4.5,278,0.883
ih_bc74c5c204b9,Mason,Kucenski,15,0,2,2,0,0,57,4.07,392,0.873
ih_ac6881ecbac9,Jan,Lasak,6,0,0,0,-1,0,,,,
ih_869226e727af,Eino,Rissanen,19,0,0,0,0,0,68,3.91,492,0.879
ih_7ca80863922d,Matt,Haun,17,0,4,4,-9,0,,,,
ih_73f984898cb1,Luke,McCarthy,22,2,4,6,-11,4,,,,
ih_7f7fc7f12caf,Wyatt,Wurst,25,3,4,7,-6,8,,,,
ih_e5c0c157c08f,Matej,Palfy,22,1,5,6,-2,8,,,,
ih_24adc7da9d69,Gavin,Gunderson,24,9,6,15,-3,5,,,,
ih_149d95f64929,Isaac,Suppin,20,2,6,8,-11,8,,,,
ih_19035f0f2fa5,Tyric,Kennett,13,1,0,1,-7,0,,,,
ih_4393844a8258,Andrew,Cumming,18,2,4,6,-2,7,,,,
ih_141d220c0146,Kennan,Reyelts,12,0,1,1,-3,2,,,,
ih_09dac36c6e85,Braden,Junker,25,2,4,6,-10,11,,,,
ih_fd845da54c2c,Aksel,Jalojarvi,10,0,0,0,-6,0,,,,
ih_3250237c3cd8,Declan,Young,14,0,0,0,-4,1,,,,
ih_359d48cc791a,Lawson,Kimble,25,0,0,0,-14,13,,,,
ih_5477cc113c68,Braden,Panzer,25,5,9,14,-1,2,,,,
ih_64ccf15237cf,Emmett,Wurst,21,1,3,4,-9,3,,,,
ih_f73957c15ba2,Drew,Agnew,14,0,0,0,-8,2,,,,
ih_981fa05a6c54,Jan,Jyvasjarvi,10,2,3,5,-11,1,,,,
ih_88d160a74dfe,Jared,Scott,22,6,4,10,-15,6,,,,
ih_4ee7da62b879,Hunter,Hanson,25,5,4,9,-13,4,,,,
ih_6e4741f275ac,Daniel,Kroon,22,2,5,7,-5,2,,,,
ih_6720f7945499,Kieran,Chung,20,1,4,5,-11,2,,,,
ih_d13ae03e3c9a,Brenden,Stroble,8,0,0,0,0,0,11,2.45,131,0.923
ih_a0b8f82fe2ee,Kaeden,Edstrom,5,0,0,0,0,0,14,4.7,82,0.854
ih_8a608eddd28f,Tristan,Shewchuk,15,0,7,7,-13,1,,,,
ih_856b62efb6eb,Riley,Girod,25,6,3,9,0,5,,,,
ih_970171ba8f70,Evan,Pahos,24,5,6,11,-11,15,,,,
ih_c82af4888f58,Charlie,Cocuzzo,7,0,0,0,,1,,,,
ih_091247febbf1,Bradey,Farrell,25,0,5,5,,7,,,,
ih_9f3e8d6aeb2d,Grant,Hineman,25,4,8,12,,6,,,,
ih_e984478040f7,Jonathan,Hammel,23,11,10,21,,4,,,,
ih_175fed527f05,Brady,Plaza,12,2,4,6,,1,,,,
ih_609274bda969,Cade,DeStefani,25,14,18,32,,11,,,,
ih_64f176325bed,Karsten,Kruska,23,5,14,19,,0,,,,
ih_7b7351cd48ad,Brendan,Abban,25,6,6,12,,6,,,,
ih_46ae0b6f44da,Parker,Mabbett,25,7,13,20,,7,,,,
ih_e185218142a6,Walter,Baumann,8,4,7,11,,1,,,,
ih_0dc3075cfdb1,Thomas,Gerum,25,4,7,11,,5,,,,
ih_f423b6cad7b8,Logan,Calder,25,9,17,26,,10,,,,
ih_e3b96d289f9c,Teddie,Hember,25,1,14,15,,4,,,,
ih_f4538c57228e,Aidan,Coupe,18,8,11,19,,0,,,,
ih_7f4ed4de5008,Aidan,Connolly,25,10,15,25,,4,,,,
ih_0f8dcf0994bb,Cody,Plaza,25,7,10,17,,9,,,,
ih_d812cd5351ff,Roger,Davis,16,1,4,5,,2,,,,
ih_bac54b67b260,Selby,Warren,19,0,2,2,0,0,27,1.55,424,0.94
ih_855974284765,Brady,Quackenbush,3,0,0,0,0,0,3,2.01,23,0.885
ih_58ae0bb62193,Jack,Arizo,24,12,13,25,,6,,,,
ih_e67c141b97a9,Jacob,Bramwell,24,2,4,6,,7,,,,
ih_c7675436a8ed,Evan,Grobanopoulos,17,2,4,6,,5,,,,
ih_fb64214b70e9,Aidan,Elkins,22,1,10,11,,7,,,,
ih_3441b0e88022,Manny,Egbali,6,0,0,0,0,1,12,2.0,116,0.906
ih_6f2e1cac218d,Matthew,Brunton,25,11,14,25,,7,,,,
ih_09d323b701f6,Kiernan,Poulin,4,0,2,2,,0,,,,
ih_e7a2b8747950,Alex,Bonrouhi,1,0,0,0,0,0,0,0.0,2,1.0
ih_8311a58138e3,Sam,Saccone,27,1,3,4,-6,1,,,,
ih_c74cd9981b0d,Nick,Troutwine,18,0,11,11,,1,,,,
ih_59d23492cef1,Ashton,Breyer,8,1,1,2,,0,,,,
ih_71bd927c6d5c,Colton,Mauser,13,0,6,6,,3,,,,
ih_cc459ce8ab59,Alex,Loguercio,6,2,0,2,,2,,,,
ih_e4b8383bb306,Jacob,Zwirecki,27,2,12,14,-7,3,,,,
ih_5f4d0d330761,Oscar,Worob,27,6,7,13,-2,6,,,,
ih_ef7a76df7930,Mitchell,Floccare,27,4,11,15,,5,,,,
ih_f7cba02e0d13,Brandon,Spaulding,27,5,4,9,,4,,,,
ih_370ab8241a79,Bryce,Terry,25,5,7,12,,5,,,,
ih_8c037b4cdafe,Matthew,Franzoi,15,4,0,4,-6,4,,,,
ih_3a84ba95a5cb,Christian,Day,18,0,10,10,,3,,,,
ih_ad8a55b9d519,Bryan,Tang,21,7,5,12,,4,,,,
ih_9a5f07bdd671,Coleman,Jenkins,23,5,15,20,,1,,,,
ih_7c0f300a621f,Tyler,Fogu,26,3,7,10,,6,,,,
ih_c991eaf42a0b,Theo,Angelopoulos,6,2,0,2,-2,3,,,,
ih_0ba014899fde,Shane,Baker,27,10,9,19,,3,,,,
ih_4f5cd2447700,Ryan,Waltman,26,4,8,12,-3,7,,,,
ih_e35085ae5b00,Daniel,Urban,15,2,2,4,,0,,,,
ih_0fefff95bca7,Ryan,Stratton,26,7,8,15,,6,,,,
ih_fb145250fa6c,Cooper,Rice,27,11,6,17,,17,,,,
ih_708486e5d010,Tyler,Chenevert,15,2,4,6,-2,4,,,,
ih_96b0450d35e7,Jack,Bartfield,12,1,5,6,,2,,,,
ih_58c3c56313eb,Dylan,Shane,27,5,10,15,,2,,,,
ih_6f848535af36,Bryson,Russell,24,1,5,6,,4,,,,
ih_ed751e5008b5,Tommy,Aitken,15,0,0,0,0,2,37,2.55,403,0.916
ih_95dfd26dc9a4,Joshua,Seeley,8,0,0,0,0,0,15,2.52,170,0.919
ih_684c5437d047,Kyle,Ozgun,8,0,0,0,0,0,15,2.3,185,0.925
ih_e5966974eb61,Evan,Malloy,1,0,0,0,0,0,0,0.0,0,0.0
ih_cbdf6f490b09,Jake,Burgess,3,0,0,0,0,0,,,,
ih_62ec5aac01e6,Jordan,Bezio,21,4,5,9,-4,1,,,,
ih_4cb6ea3d8272,John,Hagan,26,8,10,18,,10,,,,
ih_3018d9676137,Dalton,Roberto,10,0,0,0,-2,2,,,,
ih_680cf81c10b3,Cole,Brennan,26,2,12,14,-2,7,,,,
ih_8799440829b7,Isaac,Grondin,22,0,4,4,-5,11,,,,
ih_f13956ce869e,Ryan,Pappalardo,5,0,0,0,-2,3,,,,
ih_4ee43807c05d,Owen,Arend,24,6,7,13,,8,,,,
ih_c71126088eb7,Ethan,Hoover,24,3,5,8,-7,10,,,,
ih_a8d5e8493ea7,Danny,Caputo,8,1,0,1,-2,0,,,,
ih_ec32cc74ae14,Owen,Drummey,26,2,5,7,-5,2,,,,
ih_b34322c72539,Ben,Aucoin,26,17,9,26,,11,,,,
ih_1c0baf8131b6,David,Bazile,4,0,0,0,-3,0,,,,
ih_6c35b78cd3e7,Cameron,Hawks,7,0,0,0,-1,4,,,,
ih_df4af3d8a08f,Dyson,Germann,8,0,1,1,-4,3,,,,
ih_a8db76252abc,Ben,Thornley-Hall,20,0,3,3,-8,3,,,,
ih_27a98681d84b,Adrian,Jubran,21,0,4,4,-2,6,,,,
ih_ec5e78f97870,Nick,Vinson,24,4,3,7,-2,2,,,,
ih_3fd781b8f904,Gage,LeTourneau,20,0,3,3,-5,3,,,,
ih_3966668f95fa,Gavin,Simopoulos,26,9,10,19,-3,6,,,,
ih_f2f94c4a2970,Cam,Gwatkin,21,1,9,10,,3,,,,
ih_f74c78d180a0,Conor,Donovan,24,6,12,18,,10,,,,
ih_ae78ddd8964a,Kadin,Ilott,25,3,7,10,,3,,,,
ih_25d11de66df5,Hunter,Svicki,25,1,5,6,-2,8,,,,
ih_5790a0cc6228,Kayde,Kinaschuk,24,11,9,20,,3,,,,
ih_5c86280dd57b,Ean,Badgett,5,0,0,0,0,0,12,2.77,132,0.917
ih_293102405cec,Loic,Morin,22,0,0,0,0,0,78,3.61,711,0.901
ih_aa09b2333a72,Ethan,MacDuff,26,5,12,17,-5,6,,,,
ih_260c977458f6,Brandon,Hemmer,22,1,4,5,-2,3,,,,
ih_8b9b816f2c33,Morris,Schneider,19,0,3,3,,1,,,,
ih_b1b674f45e89,Jack,Meloff,26,0,2,2,,9,,,,
ih_9d1c9b5a9ae9,Joshua,Swan,23,3,2,5,-2,3,,,,
ih_d09ae6b8632b,Aidan,McDowell,24,2,9,11,-1,4,,,,
ih_5fa74dd8abd8,Matt,Yeager,27,10,9,19,,5,,,,
ih_c6c702cb6cc6,Aiden,Lindley,22,3,5,8,,6,,,,
ih_a74c49bf85c8,John,Musella,27,11,26,37,,6,,,,
ih_33050cefd6eb,Gage,Parillo,22,3,4,7,,6,,,,
ih_c4ac56a5f5e4,Matt,Gough,26,3,11,14,,5,,,,
ih_b578ac8d161c,Jack,Costabile,23,0,10,10,,2,,,,
ih_3ae355505f43,Blake,Benson,26,16,10,26,,11,,,,
ih_58933b660dfa,Keenan,Schneider,23,1,6,7,,7,,,,
ih_020a90b71c78,Ryan,Arendes,13,0,3,3,0,9,,,,
ih_7d1985ab4d35,Carson,Galin,26,4,12,16,,4,,,,
ih_f4a6f7ab0c47,Jack,Day,23,2,4,6,,1,,,,
ih_428e00f620b2,Jack,Karlsson,27,4,20,24,,6,,,,
ih_ae2d068ea2f2,Jake,Hugessen,4,0,0,0,0,0,5,2.51,41,0.891
ih_4b3b5cc443ac,Louis,Finnegan,8,0,0,0,0,0,8,1.2,156,0.951
ih_f1bd643422a5,Ford,DeLoss,19,0,0,0,0,0,43,2.33,478,0.917
ih_b705e22e379a,Connor,MacDonell,27,4,5,9,,3,,,,
ih_7b2d074b3869,Greg,Spitznagel,25,7,4,11,,10,,,,
ih_f39808b9326d,Lucas,Karlsson,27,0,4,4,,10,,,,
ih_09ab6a4f521b,Caden,Smith,25,15,5,20,,5,,,,
ih_09062382b62d,Ronnie,Petrucci,3,0,0,0,0,0,7,2.47,58,0.892
ih_8cc864409e65,Blake,Tierney,24,0,4,4,,8,,,,
ih_4300e4411995,Trayce,Johnson,21,2,3,5,,2,,,,
ih_6213f2eb05ce,Sean,Henry,28,2,7,9,,10,,,,
ih_613ca86378e5,Sam,Antenucci,28,8,13,21,,7,,,,
ih_c5edceda7aa2,Brett,Wall,1,0,0,0,-1,1,,,,
ih_f55897a1a512,Max,Marquette,28,5,11,16,,6,,,,
ih_9d291a7b1070,Alexander,Babich,28,12,20,32,,6,,,,
ih_3d32ed4abe0a,Dylan,Glinski,15,0,1,1,-1,5,,,,
ih_4985832566f3,Nick,White,24,4,9,13,,2,,,,
ih_a00729688dba,Douglas,Andersson,24,4,8,12,-1,4,,,,
ih_57bc3feb93d1,Noah,Marino,6,0,0,0,-2,3,,,,
ih_b51a21bccde3,Josh,Wright,26,1,10,11,,6,,,,
ih_9bc6a2685967,Brendan,Finn,26,6,4,10,-1,11,,,,
ih_735d85781e48,Evan,Carroll,13,3,2,5,,5,,,,
ih_eebc192097b2,Keiton,Klein,11,4,1,5,-1,1,,,,
ih_71d5a5585d86,Michael,DiPietra,28,4,7,11,,6,,,,
ih_666af84f30da,Brendan,Hill,23,3,4,7,,5,,,,
ih_34227fdae615,Lem,Vardy,21,0,4,4,,0,,,,
ih_64d711d01694,Kyle,DeMarco,19,0,1,1,,3,,,,
ih_412d8a745b89,Jack,Cooper,20,8,4,12,0,4,,,,
ih_20c29bb80bd6,Kyle,Kozma,16,0,1,1,0,0,30,2.09,331,0.917
ih_42a473762dea,Aleksa,Babic,15,1,3,4,,2,,,,
ih_a15f6a2c46b1,Peyton,Grainer,11,0,0,0,0,0,22,2.02,250,0.919
ih_0b722eab4444,Drew,Jeffers,24,4,10,14,,6,,,,
ih_edf24f33d686,Luke,deVries,22,5,14,19,,7,,,,
ih_dc1d289344b7,Logan,Furstenau,26,10,8,18,,14,,,,
ih_596d9a3c16fd,Brody,Simko,28,12,22,34,,13,,,,
ih_e46d010e8cd7,Tade,Carman,2,0,0,0,0,0,3,2.68,21,0.875
ih_eef561269c03,Tommy,DelFarno,7,0,1,1,0,1,,,,
ih_29cca10557e5,Maddox,Lizotte,21,1,3,4,,0,,,,
ih_d151a96951a4,Drew,Pitts,25,1,9,10,,3,,,,
ih_7ffa51a2b4b4,Philippe,Lamarre,25,2,2,4,,5,,,,
ih_b9eadeda628c,Jonathan,Horn,13,5,4,9,-2,3,,,,
ih_c43481c8089d,John,Mulvihill,25,2,4,6,,1,,,,
